C_combined1,C_combined2,C_combined3,C_combined4,C_combined5,C_combined6
-0.000251496074589224,-0.00181765117950245,-0.00123272229309472,-0.00121719609201105,-7.84155936051751e-06,-0.000159047826086959
0.000152612131264749,-3.02271559497274e-06,-2.4791196630158e-05,-6.62372386137883e-05,0.00031881636422285,-2.25339377096907e-05
0.000168185291325568,3.55481999730844e-05,1.37797189378991e-05,-1.92994015151535e-05,0.000319002213168875,-1.19410363453335e-05
0.000153226144143333,8.59797518265044e-05,5.75016338872469e-05,2.44225134341943e-05,0.000319175434756015,-2.0739409691334e-06
-0.000215446827092113,-0.000300732796215708,-0.000300880597428887,-0.000301018286535551,-7.89776654870262e-06,-0.00016205665434444
5.24927823364062e-05,2.82271103836006e-05,2.22569991769564e-05,1.53223713945954e-05,0.000152203531837503,0
-0.000565229889397645,-0.00411581359466244,-0.00277859358602301,-0.00274807329959477,-1.60899493324601e-05,-0.000353424290485195
0.000326632911423754,-7.33455372550109e-06,-5.70186274592259e-05,-0.000151694037810086,0.000709184226874765,-5.07618035899871e-05
0.000360107987929071,7.99890925875424e-05,3.03050188538175e-05,-4.52574814889642e-05,0.000709582666109284,-2.68998836621792e-05
0.000330873955772882,0.000194448028274791,0.000129449510941137,5.38870105983554e-05,0.000709954913027534,-4.67316528487117e-06
-0.000487801914574251,-0.000667823038015792,-0.000668138631517369,-0.000668432938204866,-1.62307587383989e-05,-0.000360214033949019
0.000113414949472017,6.33860264440513e-05,4.97590282079513e-05,3.39175857962089e-05,0.000339964804019135,0
-0.000750013951955749,-0.00552345983955496,-0.00372212561886667,-0.00368738173744322,-2.05586216707488e-05,-0.000471473990154613
0.000426506074601435,-1.01353704989664e-05,-7.70241358658842e-05,-0.000204464301102464,0.000947201360900971,-6.79894896129434e-05
0.000470744479489228,0.00010711521602294,4.02264506560217e-05,-6.14857354589229e-05,0.00094772279161847,-3.60301375626308e-05
0.000437718499970465,0.000260917391039811,0.00017341019242762,7.16980063126759e-05,0.000948211718774973,-6.26133798060753e-06
-0.000654857598884319,-0.000891172546912703,-0.00089158575008222,-0.000891971754625997,-2.07813546326774e-05,-0.00048059048526787
0.000150055390606461,8.48521646177934e-05,6.6504729802613e-05,4.51798404695599e-05,0.000454663998512374,0
-0.00120370452247373,-0.00904332731445187,-0.00609057560626906,-0.00604784074771083,-3.08086605396362e-05,-0.000771069242570324
0.00068897872421037,-1.68945722656281e-05,-0.000126540745689314,-0.000334961812210892,0.00155686936438561,-0.000110777551789156
0.000762155276163204,0.000175121316031296,6.54751426076101e-05,-0.000100867776347661,0.00155771456363075,-5.87076638993935e-05
0.000722198015496378,0.000426981264117688,0.000283534405382453,0.000117191486427182,0.00155851154937945,-1.02078857104215e-05
-0.00107106166141803,-0.00146198762164649,-0.00146266119243798,-0.00146329209175076,-3.12691434691157e-05,-0.000785983506801039
0.000247493614423178,0.000138806640192984,0.000108726586379493,7.38479594974066e-05,0.000746972604659522,0
-0.00173162433937473,-0.0133946553793775,-0.00900485662973605,-0.00897436544695289,-4.11359361930466e-05,-0.00113799166959993
0.000985756272089651,-2.57544780046785e-05,-0.00018869733397118,-0.000497880580683451,0.00230770838470006,-0.000163436476784443
0.00109408472905505,0.000258966474652677,9.60236186861752e-05,-0.000150735215714102,0.00230892400183675,-8.66202173450455e-05
0.00106764110032659,0.000632573381563546,0.000419394908594417,0.000172636074194139,0.00231008057402778,-1.50733074946946e-05
-0.00158663336205242,-0.0021629895863865,-0.00216396418283852,-0.0021648808688747,-4.20245494914058e-05,-0.001160128932158
0.000365797055515929,0.000205320078256903,0.000160609138724381,0.000108861725894952,0.00110769971980716,0
-0.00195345965243174,-0.0156526401610728,-0.010497897021297,-0.010508873384171,-4.51726777346833e-05,-0.00132653003986418
0.00109807986121638,-3.07183436536215e-05,-0.000221933168528446,-0.000584605226182234,0.00269473326597376,-0.000190962551364483
0.00122385898409063,0.000302719654746071,0.000111504829871246,-0.000177938626002414,0.00269609706125789,-0.000101215875291372
0.00123947902344965,0.000740501438915475,0.000490327443584907,0.000200883987711247,0.00269741015261295,-1.76292039057232e-05
-0.00185784935749835,-0.0025233781481187,-0.00252447787914223,-0.0025255182282717,-4.64990075399655e-05,-0.00135258053601938
0.000424644242343727,0.000239975085346641,0.000187493138227338,0.000126784578531903,0.00129456901706576,0
-0.00250113521008224,-0.0210679673127912,-0.0141013144990501,-0.0141993503677546,-5.36804342642057e-05,-0.00178602554627749
0.00140692739844239,-4.20588592794358e-05,-0.00030040421660987,-0.00078927065300261,0.00364683637750176,-0.000256329153922568
0.00157811818000084,0.000407777341420809,0.000149431984090374,-0.000240716912058463,0.00364860329228003,-0.000135875877368534
0.00168223191398536,0.000998454643032183,0.000660438106767104,0.000270289210618266,0.0036503317895228,-2.36965744539285e-05
-0.00250376217171102,-0.00340820885986104,-0.00340964998288579,-0.00341102355938229,-5.59904810967455e-05,-0.00182133771255407
0.000576085766854784,0.000323405698496235,0.000252474839554377,0.000170626281942307,0.00175148470670864,0
-0.00301590001735298,-0.0272077052013092,-0.0181528307783782,-0.0184200909472467,-5.96745687568526e-05,-0.0023045499857124
0.00168044596324615,-5.5683433031395e-05,-0.0003912371044817,-0.00102501085492847,0.00472774747707183,-0.000330551128999327
0.00190249231492181,0.000527266282509491,0.000191712611059186,-0.000314067827893674,0.00472988989572433,-0.000175242106850424
0.00217732293271795,0.0012930688170166,0.000854011662332393,0.000348231223379532,0.00473203475795117,-3.06119036594279e-05
-0.0032421226263154,-0.00440972542001971,-0.00441149850437747,-0.00441320676380581,-6.35292955607263e-05,-0.00235066195646242
0.000745360384099388,0.000418293388951363,0.000326124358222566,0.000219988023192482,0.00227140355041623,0
-0.00306177701972023,-0.0300404659203418,-0.0199678435221914,-0.0204392756303872,-5.99055980336043e-05,-0.00254656275012135
0.00167661075883348,-6.26207291864216e-05,-0.000435553446194917,-0.00113953433146349,0.00523522468209272,-0.000365935279670141
0.00192174744319153,0.00058407012701199,0.000211137410003495,-0.000350653506714789,0.00523740616833298,-0.000194027131058816
0.00240119654987346,0.00143405944910721,0.000946065814251508,0.000384274897533224,0.00523965774780868,-3.39526610877892e-05
-0.00359674647617858,-0.00487826902316927,-0.00488010530505718,-0.00488189992753027,-6.52525214735704e-05,-0.00259831792017957
0.00082180089455954,0.000463374998556097,0.000360889473179169,0.000242963570683242,0.00251690956138088,0
-0.00336240972488808,-0.0369854715786878,-0.024486873039467,-0.0253413961261878,-6.00763286639851e-05,-0.00314435298719706
0.00181807288681086,-7.85829309768835e-05,-0.000540997414720037,-0.0014118785106601,0.00649891501834341,-0.000450716892767235
0.00212413992949606,0.000721884666903157,0.000259470183160003,-0.00043548311755555,0.00650136032320873,-0.000239023463174978
0.0029879960147773,0.00177425012455529,0.00116912502867264,0.000474171727957085,0.00650398958894176,-4.19221900405326e-05
-0.00444845555845821,-0.00604341714358151,-0.00604553156021272,-0.00604763668666286,-6.83182078211613e-05,-0.00320921984339604
0.00102205030236991,0.000573015408197388,0.000445864542994886,0.000299931416258862,0.00312398668262106,0
-0.00344354775993133,-0.044501354782662,-0.0293081994411979,-0.030737167601907,-5.50281556305447e-05,-0.00379278807831934
0.00180753193776541,-9.68896464940957e-05,-0.000658383412522047,-0.00171378711185862,0.00787884544330323,-0.000543386488410209
0.00217930126738428,0.000872768729762326,0.000311274963734375,-0.000530884890581878,0.00788140136275623,-0.000288229364820349
0.00361871538626387,0.00214821850357497,0.00141337424423779,0.000571214389921535,0.00788432491710563,-5.0689090413178e-05
-0.00538584674510926,-0.00731167507847734,-0.00731397425769995,-0.00731632602533869,-6.7361352834525e-05,-0.00387262303013245
0.00123710973010419,0.000693050439745615,0.000538546103495717,0.000361620999801083,0.00378858355074478,0
-0.00296252407687302,-0.0475569849688485,-0.0311371248472933,-0.033135523791039,-4.80067343911299e-05,-0.00407209601972188
0.00147465669695225,-0.000105518393760556,-0.00071155969194599,-0.00184999356602799,0.00847966679954236,-0.000584410623499673
0.00187438691126235,0.000939223426587169,0.000333182128401735,-0.000575184153282904,0.00848192955285359,-0.000310057448287055
0.00388302471584561,0.00231419219801055,0.00152097399871242,0.000612607717027777,0.00848476212286606,-5.46807463174959e-05
-0.00580458574573326,-0.00786115383025832,-0.00786330637264518,-0.00786559336838686,-6.40564253784635e-05,-0.00415984017772769
0.00132687925186931,0.000746000567192158,0.000579110979550297,0.000388185172405685,0.00407992382467997,0
-0.00247151148078146,-0.0555353684871313,-0.0361185462344458,-0.0391283260641569,-3.29433013060914e-05,-0.0047863123880893
0.00110438730628704,-0.000125792539825872,-0.00084156853085929,-0.00218302129022058,0.010023608976628,-0.000685552554844208
0.00157989814000654,0.00110562922920302,0.000389853238169606,-0.000680437982633419,0.0100256430298459,-0.000363820290513955
0.004600340753155,0.002726903704537,0.0017899581289342,0.000719666908131171,0.0100285805428347,-6.43871626476214e-05
-0.00683844536047065,-0.00927271448763761,-0.00927484858763194,-0.00927724398223873,-5.56405395445286e-05,-0.00489197525989147
0.00157079279312281,0.000878691696089519,0.000681408015527355,0.000456320256745947,0.004822558451385,0
-0.00148650576153077,-0.0638792121126176,-0.0412039722377239,-0.0455760998701438,-9.87303099286622e-06,-0.00554260951021026
0.000415292891273535,-0.000148332344805242,-0.000982895578942904,-0.0025438108560439,0.0116708762336876,-0.000793637046742412
0.000970796683838656,0.00128376213524291,0.000449198901105251,-0.000796103544597702,0.011672348917349,-0.000421314672179102
0.00535342461980747,0.00317040190216645,0.00207782734863425,0.0008325249029313,0.0116751876972955,-7.48585910638794e-05
-0.00795112214822716,-0.0107735792820312,-0.0107754816186593,-0.0107778290736662,-4.12928692067549e-05,-0.00566858959138611
0.00182651777123772,0.00102073899184121,0.000790479159707754,0.000528415436524413,0.00561707282049241,0
1.28729833121202e-05,-0.0667264365252822,-0.042655629911458,-0.0482528619959141,7.87134260820126e-06,-0.00584380681298901
-0.000546200159504845,-0.000158316551680407,-0.00104265449441461,-0.00269561298946375,0.0123393306115241,-0.000838292070050771
4.16426216662258e-05,0.00135660480477573,0.000472266862041533,-0.000846366961605056,0.0123398634819148,-0.000445162453247802
0.00564781576417878,0.00335354361222422,0.0021956499499791,0.000877016126332513,0.0123422033415272,-7.94141702055268e-05
-0.00841606750791734,-0.0113783780124935,-0.0113797153215504,-0.0113816861543323,-3.10747416867545e-05,-0.00598092495883903
0.00192565184885255,0.00107918807256127,0.000834930880067726,0.000557246877439838,0.00594215625351461,0
0.00204780245588718,-0.0751095888969564,-0.0475103975257713,-0.0552156839108449,4.52594420726754e-05,-0.00665261137602361
-0.00190794442955931,-0.000182456613734938,-0.00119459971068186,-0.00308202802546204,0.0141323364459377,-0.00095289781142967
-0.00122983280616917,0.00154747661009447,0.000535333513147548,-0.000970215557285708,0.0141316554147349,-0.000506225118045637
0.00648286395252574,0.00382902169244886,0.00250358566034703,0.000998036589913779,0.0141334959203882,-9.0749841594625e-05
-0.00960920880073033,-0.0130028559869789,-0.0130035516263464,-0.0130051773323416,-6.518088758357e-06,-0.00681404774252903
0.00220813631988399,0.00123189741887034,0.00095199662525278,0.000634704675815226,0.00680591580408442,0
0.00493715316595534,-0.0836044610016192,-0.0522218216742501,-0.0625926172009803,9.3468495590022e-05,-0.00749476817864373
-0.00380193475645972,-0.000208645192579036,-0.00135703744724983,-0.00349411570391546,0.0160154567386803,-0.00107351931680237
-0.0030297908125249,0.00174874723318818,0.000600354978517379,-0.0011041643427816,0.0160129914495366,-0.000570557535404234
0.00734579506957407,0.00433218024279027,0.00282806005095409,0.00112354072965511,0.0160139669110655,-0.000102834045262655
-0.0108741606720943,-0.0147026828445045,-0.0147023642819259,-0.0147033648829776,2.57043208643404e-05,-0.00768370235811436
0.00249945716770872,0.00139294050345788,0.00107492506221666,0.000715389435020862,0.00771577094200372,0
0.00807109645052893,-0.0857426772076511,-0.0528298637840413,-0.0654505741174733,0.000125312409858769,-0.00780315219896141
-0.00576925356902443,-0.000219298773618931,-0.00142083102935504,-0.00365536955825904,0.0167271660370218,-0.0011199717099897
-0.00496062495948169,0.00182508934148852,0.000623557085752413,-0.00115850986969063,0.0167227125232882,-0.000595505587301864
0.00766109427757918,0.00452516913162523,0.00295115886162264,0.0011690919061796,0.0167225063972775,-0.000107905858922463
-0.0113684839841938,-0.0153387032578204,-0.0153371335466792,-0.015337237109511,4.4331249784651e-05,-0.00800785408317332
0.00260427162657926,0.00145475035541055,0.00112154297864066,0.000745314631309042,0.00806316149576432,0
0.0125921035992653,-0.0937758899134107,-0.0568394322358115,-0.0732595939915966,0.000192094616006399,-0.00868447784368731
-0.00872801693621148,-0.000246491831271691,-0.00159163448337536,-0.00408735377348951,0.0187377122269495,-0.00124522791681622
-0.00781470846564253,0.00203645461244528,0.000691311960341609,-0.00129881810490819,0.0187304368728637,-0.000662463531614809
0.00860164996923213,0.00505362316419312,0.00329112326532036,0.00130099320007056,0.018728700701773,-0.00012080871966678
-0.0126980543171383,-0.0171425683749113,-0.0171393181381343,-0.0171383021636676,8.92707701155956e-05,-0.00892213571201787
0.00292022556748324,0.0016245498239788,0.00125092519270735,0.000830351449258463,0.00903350926698101,0
0.0184049334609919,-0.101630013401226,-0.0604201066471576,-0.0814428638007312,0.000272440460882952,-0.00959061663027863
-0.0124713482496852,-0.000275580978528649,-0.00177212362893545,-0.00454288517641498,0.0208255534979647,-0.00137564654856641
-0.0114499401708729,0.00225684230688453,0.000760299656477733,-0.00144886796747383,0.0208145948551333,-0.00073227350214616
0.00956250077557763,0.00560661457975083,0.00364529400053274,0.00143612637658118,0.0208107604614282,-0.000134461012458597
-0.0140928417043561,-0.019008343061977,-0.0190028440082609,-0.0190002753382257,0.000143424426880888,-0.00986543510465204
0.00324208786456096,0.00180170167992096,0.00138530231138017,0.000917930434502256,0.0100443699910338,0
0.0238818456729024,-0.102507451919042,-0.0596634074682281,-0.0843906815153254,0.000321482199757963,-0.00989243075949681
-0.0158814976405969,-0.000286305318288105,-0.00183751323844207,-0.00470767703817942,0.0215579635809369,-0.00142226279678877
-0.0148194689395235,0.00233388997631333,0.000782682056159366,-0.00150543080670526,0.0215435004713062,-0.000757516838704725
0.00989048517799369,0.00580244919359608,0.00376900155820054,0.00148088869533591,0.0215374738363332,-0.000140035583502121
-0.0146011009059909,-0.0196535024743075,-0.0196457523267084,-0.0196415195505346,0.000171591198965499,-0.0101894653610198
0.00334912740900497,0.00186490518338146,0.00143252109995451,0.000947908270018367,0.0104035403051362,0
0.0319838206661313,-0.109334835760289,-0.0620043526744091,-0.0929220449118908,0.000424432496987528,-0.01082437926955
