time,q1,q2,q3,q4,q5,q6,q1d,q2d,q3d,q4d,q5d,q6d
0,0,0,0,0,0,0,2.08166817117217e-17,6.93889390390723e-17,-2.08166817117217e-17,1.04083408558608e-16,-4.85722573273506e-17,-1.66533559572892e-17
0.1,0.000584365231541206,-6.96121617841938e-05,-0.000639080249692787,0.000500104069621393,-0.000262595575195368,0.000532061070034551,0.0173478430583564,-0.00170715299411341,-0.0190454374625472,0.0150688957543198,-0.00803784500737866,0.0157620456507662
0.2,0.00449656804849742,-0.000249055581488217,-0.00497477688374096,0.004027057747885,-0.00221114537176481,0.00406678307964711,0.065356800808388,-0.000647395565021198,-0.0728911334388007,0.0604006510936219,-0.0340895871838391,0.0588171226329101
0.3,0.0143741519701999,0.000192577402145899,-0.0160959007432155,0.0134981093401538,-0.00770989803675826,0.0128996653567382,0.134812109696884,0.0121030171680818,-0.152970670768297,0.133134690355842,-0.0789217489028092,0.119903330444093
0.4,0.0317634998834408,0.00280379649492435,-0.0360377246281471,0.0313441419200937,-0.0185507513475662,0.0282481450715395,0.213351479019703,0.0437144314385975,-0.247052035230157,0.226459703533791,-0.140316565090777,0.186971361849202
0.5,0.0568842974998471,0.0097031719032997,-0.065503260274262,0.0591405310507411,-0.0361604549877522,0.0500524389717062,0.287096035638463,0.0982190763090241,-0.341046593880104,0.33022335894889,-0.213253072812789,0.246814570808785
0.6,0.0885674242042144,0.0232145553098125,-0.1037764265178,0.0973249284395295,-0.0613459171230339,0.0769471958722032,0.342450795471415,0.175583208659021,-0.420990684970215,0.432044873182418,-0.290480858184249,0.286817628953651
0.7,0.124371933041623,0.0454391576569851,-0.148830173876156,0.145046203160393,-0.094113838945615,0.106404585107385,0.367848308462278,0.271391023869441,-0.474917080495745,0.518798087934835,-0.363417219027836,0.296600213152007
0.8,0.160864469799282,0.0778297502326621,-0.197605377715834,0.200172485607961,-0.133591630784296,0.135027899813529,0.355220367456675,0.377205901901959,-0.494360500011626,0.578275258232894,-0.423253550863244,0.269352975141873
0.9,0.194024674119238,0.120833832691907,-0.246413590268377,0.25946543323752,-0.178063487373225,0.158956593713746,0.301020890720704,0.481574344921172,-0.475303782776562,0.600809590617348,-0.462126505303367,0.202709042600271
1,0.219725255891069,0.173664229961202,-0.291401641869643,0.318905290935916,-0.225120321594562,0.174331091028109,0.206682856176091,0.571541461128562,-0.41845934034124,0.580632859232697,-0.474198203009234,0.0990585527469661
1.1,0.234227314727174,0.234238331164712,-0.329010514644929,0.374130182231594,-0.271906986108551,0.177760094574651,0.0784653578579717,0.634468220931364,-0.328880733012643,0.516774113777674,-0.456499283531534,-0.0347128726339778
