"M[1,1]","M[1,2]","M[1,3]","M[1,4]","M[1,5]","M[1,6]","M[2,1]","M[2,2]","M[2,3]","M[2,4]","M[2,5]","M[2,6]","M[3,1]","M[3,2]","M[3,3]","M[3,4]","M[3,5]","M[3,6]","M[4,1]","M[4,2]","M[4,3]","M[4,4]","M[4,5]","M[4,6]","M[5,1]","M[5,2]","M[5,3]","M[5,4]","M[5,5]","M[5,6]","M[6,1]","M[6,2]","M[6,3]","M[6,4]","M[6,5]","M[6,6]"
0.619710871354931,-1.75166399865519,-0.510595238839544,-0.0473565464823117,0.0105966916015487,-5.45797576382398e-09,-1.75166399865519,11.3067537166697,4.38679072578526,0.348632098246647,-0.0242264952492096,0.000204524891913961,-0.510595238839544,4.38679072578526,2.10772061617083,0.189649201781858,-0.012838342949452,0.000204524891913961,-0.0473565464823117,0.348632098246647,0.189649201781858,0.0415538226568851,-0.00223007882146215,0.000204524891913961,0.0105966916015487,-0.0242264952492096,-0.012838342949452,-0.00223007882146215,0.007366573775595,-2.94672720762678e-16,-5.45797576382398e-09,0.000204524891913961,0.000204524891913961,0.000204524891913961,-2.94672720762678e-16,0.000204525
0.61986907762991,-1.75165090770345,-0.510583172736583,-0.0473527494484684,0.0105963991125702,-2.28853117051613e-08,-1.75165090770345,11.30670699312,4.38677397185911,0.348631918658312,-0.024226420868676,0.000204523430506028,-0.510583172736583,4.38677397185911,2.10773383186819,0.189655821417137,-0.0128387713696565,0.000204523430506028,-0.0473527494484684,0.348631918658312,0.189655821417137,0.0415538462300794,-0.00223006288670306,0.000204523430506028,0.0105963991125702,-0.024226420868676,-0.0128387713696565,-0.00223006288670306,0.007366573775595,-2.9467038840377e-16,-2.28853117051613e-08,0.000204523430506028,0.000204523430506028,0.000204523430506028,-2.9467038840377e-16,0.000204525
0.620167733121055,-1.75163695873735,-0.510574652509814,-0.0473627189469746,0.010599416473954,-2.82477423279267e-08,-1.75163695873735,11.3067725028213,4.38683847860298,0.348701236046967,-0.0242309603638884,0.000204519972702077,-0.510574652509814,4.38683847860298,2.10779733565467,0.189687601198037,-0.0128408073106409,0.000204519972702077,-0.0473627189469746,0.348701236046967,0.189687601198037,0.0415539020054055,-0.00223002518383331,0.000204519972702077,0.010599416473954,-0.0242309603638884,-0.0128408073106409,-0.00223002518383331,0.007366573775595,-2.94664491376633e-16,-2.82477423279267e-08,0.000204519972702077,0.000204519972702077,0.000204519972702077,-2.94664491376633e-16,0.000204525
0.620526423516279,-1.75161360277942,-0.510561254844666,-0.0473683452896456,0.01060125102266,-2.17905036770844e-08,-1.75161360277942,11.3067736237596,4.38684555667376,0.348725773517479,-0.0242323278799763,0.000204517554942428,-0.510561254844666,4.38684555667376,2.10781037085793,0.189694138298952,-0.0128410632018495,0.000204517554942428,-0.0473683452896456,0.348725773517479,0.189694138298952,0.0415539410039716,-0.00222999882129847,0.000204517554942428,0.01060125102266,-0.0242323278799763,-0.0128410632018495,-0.00222999882129847,0.007366573775595,-2.94657858494834e-16,-2.17905036770844e-08,0.000204517554942428,0.000204517554942428,0.000204517554942428,-2.94657858494834e-16,0.000204525
0.620818203228784,-1.75159259598663,-0.510548888740787,-0.0473687286982452,0.0106015058111279,-1.98408042597501e-08,-1.75159259598663,11.3067519958571,4.38683394207351,0.348727029210188,-0.024232468977227,0.000204518222891208,-0.510548888740787,4.38683394207351,2.10780876955991,0.189693332262943,-0.012841033731338,0.000204518222891208,-0.0473687286982452,0.348727029210188,0.189693332262943,0.0415539302299754,-0.00223000610441406,0.000204518222891208,0.0106015058111279,-0.024232468977227,-0.012841033731338,-0.00223000610441406,0.007366573775595,-2.94654104993514e-16,-1.98408042597501e-08,0.000204518222891208,0.000204518222891208,0.000204518222891208,-2.94654104993514e-16,0.000204525
0.620972054937532,-1.75158086770753,-0.510539931714759,-0.0473661176229924,0.0106007472539695,-2.1990581867005e-08,-1.75158086770753,11.3067242327701,4.38682088524473,0.348723451226455,-0.0242324935589585,0.000204520290200641,-0.510539931714759,4.38682088524473,2.10781041898934,0.189694140304721,-0.0128412437732992,0.000204520290200641,-0.0473661176229924,0.348723451226455,0.189694140304721,0.0415538968841059,-0.00223002864574358,0.000204520290200641,0.0106007472539695,-0.0242324935589585,-0.0128412437732992,-0.00223002864574358,0.007366573775595,-2.94653939897647e-16,-2.1990581867005e-08,0.000204520290200641,0.000204520290200641,0.000204520290200641,-2.94653939897647e-16,0.000204525
0.620979461182641,-1.75157867138152,-0.510535280266509,-0.0473626836044009,0.010599724287592,-2.30818718078966e-08,-1.75157867138152,11.3066864511556,4.3868011536805,0.34871460465415,-0.02423205865402,0.000204521706954953,-0.510535280266509,4.3868011536805,2.10780873747537,0.189693288121461,-0.0128412908351456,0.000204521706954953,-0.0473626836044009,0.34871460465415,0.189693288121461,0.0415538740315488,-0.00223004409361282,0.000204521706954953,0.010599724287592,-0.02423205865402,-0.0128412908351456,-0.00223004409361282,0.007366573775595,-2.94656043806504e-16,-2.30818718078966e-08,0.000204521706954953,0.000204521706954953,0.000204521706954953,-2.94656043806504e-16,0.000204525
0.620852058152761,-1.75158655830765,-0.510538041450047,-0.0473613982533632,0.0105993132548887,-2.35352397080644e-08,-1.75158655830765,11.3066675104496,4.38679052988374,0.348708757035503,-0.0242316864364867,0.000204521987106729,-0.510538041450047,4.38679052988374,2.10780643058787,0.189692132418245,-0.0128412329810137,0.000204521987106729,-0.0473613982533632,0.348708757035503,0.189692132418245,0.0415538695126206,-0.00223004714830477,0.000204521987106729,0.0105993132548887,-0.0242316864364867,-0.0128412329810137,-0.00223004714830477,0.007366573775595,-2.9465916335554e-16,-2.35352397080644e-08,0.000204521987106729,0.000204521987106729,0.000204521987106729,-2.9465916335554e-16,0.000204525
0.620612501397204,-1.75160406202498,-0.510549452871714,-0.0473631384916501,0.0105996628365257,-2.34513739654667e-08,-1.75160406202498,11.3066894387115,4.38680183076979,0.348711153491126,-0.0242317921075951,0.000204521422449179,-0.510549452871714,4.38680183076979,2.1078071040981,0.189692473727401,-0.0128412209188307,0.000204521422449179,-0.0473631384916501,0.348711153491126,0.189692473727401,0.0415538786207019,-0.00223004099144615,0.000204521422449179,0.0105996628365257,-0.0242317921075951,-0.0128412209188307,-0.00223004099144615,0.007366573775595,-2.94662751149319e-16,-2.34513739654667e-08,0.000204521422449179,0.000204521422449179,0.000204521422449179,-2.94662751149319e-16,0.000204525
0.620305415978041,-1.75162755562227,-0.510566766692526,-0.0473663487704915,0.0106002277895442,-2.09471492005806e-08,-1.75162755562227,11.3067430586448,4.38682957568385,0.348717703308872,-0.0242321478927644,0.00020452057540809,-0.510566766692526,4.38682957568385,2.10780897399284,0.189693415506252,-0.0128412282246099,0.00020452057540809,-0.0473663487704915,0.348717703308872,0.189693415506252,0.0415538922836601,-0.0022300317555611,0.00020452057540809,0.0106002277895442,-0.0242321478927644,-0.0128412282246099,-0.0022300317555611,0.007366573775595,-2.9466653418572e-16,-2.09471492005806e-08,0.00020452057540809,0.00020452057540809,0.00020452057540809,-2.9466653418572e-16,0.000204525
0.619994939353815,-1.75165153699623,-0.510585475024743,-0.0473693629689443,0.0106005217685046,-1.54398800578379e-08,-1.75165153699623,11.3068070339452,4.38686212338942,0.34872355400407,-0.0242324959924035,0.000204520165894757,-0.510585475024743,4.38686212338942,2.10781009410362,0.189693978864398,-0.0128412345450748,0.000204520165894757,-0.0473693629689443,0.34872355400407,0.189693978864398,0.0415538988891795,-0.00223002729034905,0.000204520165894757,0.0106005217685046,-0.0242324959924035,-0.0128412345450748,-0.00223002729034905,0.007366573775595,-2.94670019028674e-16,-1.54398800578379e-08,0.000204520165894757,0.000204520165894757,0.000204520165894757,-2.94670019028674e-16,0.000204525
0.61976199399008,-1.75166967435258,-0.510601156818541,-0.0473714732544013,0.0106004510849215,-8.34731157697929e-09,-1.75166967435258,11.3068658676597,4.38689170235652,0.34872739106632,-0.0242328006722537,0.000204520612476633,-0.510601156818541,4.38689170235652,2.10781041832329,0.189694137372514,-0.012841268476359,0.000204520612476633,-0.0473714732544013,0.34872739106632,0.189694137372514,0.0415538916857375,-0.00223003215974551,0.000204520612476633,0.0106004510849215,-0.0242328006722537,-0.012841268476359,-0.00223003215974551,0.007366573775595,-2.94672395716091e-16,-8.34731157697929e-09,0.000204520612476633,0.000204520612476633,0.000204520612476633,-2.94672395716091e-16,0.000204525
