g1,g2,g3,g4,g5,g6
-1.71729464176068,-0.724147697473835,2.36152044809663,0.358813880977945,0,-0.554438587871101
-1.71734702129366,-0.723807904478515,2.36194063598332,0.358737234491231,-3.46869997130713e-05,-0.554505165761708
-1.71747894467536,-0.72335862344949,2.36663483123971,0.359526996277358,0.000177397470332008,-0.554610568755414
-1.71767529228511,-0.722435343706042,2.37404031547556,0.361063111636291,0.000615126464626654,-0.554690536016791
-1.7179496262938,-0.719890396533266,2.38015440952583,0.362566733864112,0.00105390060961603,-0.554735927908243
-1.71831776856928,-0.715429819708797,2.38265424234879,0.363506358119506,0.00133665407356006,-0.554751970918448
-1.71879367862087,-0.71028628544215,2.38263281319095,0.363962901955182,0.0014825598253902,-0.554749220436665
-1.71938938242746,-0.706389274532871,2.38304756194139,0.364383058456943,0.00161755463544292,-0.554738051274559
-1.72011674420255,-0.704887256415947,2.38563622191304,0.365035379262804,0.00181752951470699,-0.554726621290177
-1.72098805606464,-0.705420932784919,2.3892887033231,0.365713950638511,0.00202242787734108,-0.554720406080597
-1.72201400537168,-0.706745723477318,2.39125433106623,0.36594592057331,0.00209578277746058,-0.554722061006627
-1.72320071490328,-0.708015293455492,2.38981329254677,0.36546013165704,0.00195980456403227,-0.554731171671746
-1.72459236249514,-0.709746207208366,2.38570585708457,0.364399304439273,0.00165788433675559,-0.554745204979677
-1.72625636370886,-0.713252227755336,2.38123717670771,0.36316325197761,0.00130825755181429,-0.554761162738579
-1.72825398986721,-0.71934722034106,2.37801304419135,0.362025337243427,0.000991410483750232,-0.554777201256452
-1.73064083532046,-0.727691258919107,2.37548900257221,0.360876759171942,0.000675779191549269,-0.554793212806936
-1.73346589353735,-0.73718240756671,2.37167753366792,0.359358805936189,0.00025624056226794,-0.554810056170712
-1.73676956900888,-0.7469449929867,2.3651674751879,0.357228985947747,-0.000339357573041108,-0.554828309721121
-1.74058164884899,-0.756965549182667,2.35647016309906,0.354601285452053,-0.00107997882287765,-0.554847691125506
-1.74492229719469,-0.767842170645358,2.34750436760081,0.351847137411322,-0.00185963407686732,-0.554867625853612
-1.74980469216307,-0.779975278794362,2.33984471643337,0.349272990812448,-0.00259065386137343,-0.554888003923393
-1.75523762739276,-0.793010293963382,2.33344112154855,0.34688607971375,-0.00327168810481974,-0.55490915535728
-1.76128287708402,-0.806376151234589,2.32687503446893,0.34440872496037,-0.00398265346464973,-0.554931684895307
-1.7680312628799,-0.819823381590696,2.31879688296966,0.341557398515557,-0.00480468483487401,-0.554955905935839
-1.77555899750141,-0.833638254207382,2.30906490272016,0.338281264877251,-0.005752192941127,-0.554981615185037
-1.78392493387375,-0.848512195687448,2.29862103046297,0.334743443567404,-0.00677837337537744,-0.555008501064513
-1.7931726469263,-0.865007150516573,2.28841817927066,0.331123017132781,-0.00783238447916839,-0.555036412344973
-1.80333407053824,-0.883129577238092,2.27847884005174,0.327438278073262,-0.00891037073317338,-0.555065130781379
-1.81443188272539,-0.902384861242505,2.26794440178439,0.323550646085885,-0.010054131624179,-0.555094052933008
-1.82647741456014,-0.922224529595632,2.25597626694614,0.319324739798473,-0.0113043573085023,-0.555122293818111
-1.83946820667961,-0.942452385766922,2.24259378030304,0.314779209176156,-0.0126565916393103,-0.555149222660611
-1.85338683187049,-0.963231710445976,2.22867252159238,0.310084853388831,-0.0140615875399985,-0.555174887905811
-1.86825945015219,-0.985103329084663,2.2152345486026,0.305412160070394,-0.0154688569964219,-0.555200090471256
-1.88414358401862,-1.00844133833317,2.20251530569701,0.300774681709714,-0.0168731235363474,-0.55522535229454
-1.90108664036559,-1.03308086631027,2.18968452305343,0.296001749473851,-0.0183234750926019,-0.555249920496107
-1.91912322242931,-1.05863338728262,2.17558232129168,0.290876886448173,-0.0198832983918305,-0.555272071889954
-1.9382692441753,-1.08493985389694,2.15973366500187,0.285320440149373,-0.0215767204425111,-0.555290315945125
-1.95851930137672,-1.11221164672203,2.14269207927549,0.279447288536949,-0.0233712483702071,-0.555304368614021
-1.97984966273892,-1.14076166097104,2.12545020131383,0.273454247550175,-0.0252100785643383,-0.555314962109491
-2.00222609952928,-1.17061024859841,2.10853816849348,0.267452603939145,-0.0270610928385417,-0.555322613976359
-2.02561041263898,-1.20136453657173,2.09165196355246,0.261398536183039,-0.0289371731039362,-0.555326584967634
-2.0499594456511,-1.23245735566116,2.07410539065956,0.255177288948691,-0.0308718734454026,-0.555325197846852
-2.0752644598805,-1.26386481237373,2.05584544419345,0.248780378043221,-0.0328668111051216,-0.555317974625273
-2.10153128232246,-1.29602749389847,2.0375017894989,0.242318416298619,-0.0348882458325258,-0.555306063640881
-2.12875478248302,-1.32929432777475,2.01957802981425,0.235880354279332,-0.0369090637108697,-0.555290535050952
-2.15692243557697,-1.3636518708619,2.00190202657555,0.229433140022477,-0.0389385105576071,-0.555270800054536
-2.18601840374721,-1.3988041752479,1.98377140652821,0.222849033504309,-0.0410142369593372,-0.555244562727684
-2.21601540874798,-1.43446914015645,1.96461038755358,0.216025413562146,-0.0431668179368176,-0.55520943078518
-2.24687454184107,-1.47059862983421,1.9444843471385,0.208978513306148,-0.0453917913460384,-0.555164683139674
-2.27852936465709,-1.50734120371774,1.92400061038462,0.201823699290703,-0.0476549584097336,-0.555111454559161
-2.31091137332767,-1.54480408658404,1.903738454071,0.194671639634744,-0.0499231705011929,-0.55505125923008
-2.34395156359759,-1.58284821108186,1.88377327700879,0.187541011595613,-0.0521900971559325,-0.554984217701026
-2.37761322323382,-1.62143129715076,1.86415440901472,0.180459775022542,-0.0544465419352557,-0.554910873868101
-2.41187925249915,-1.66059447834705,1.84492388922741,0.173459928092441,-0.0566820038846096,-0.554832009093858
-2.44673354235171,-1.70026139137122,1.8258612446437,0.166516497383774,-0.0589031042998025,-0.55474714209425
-2.48215127460142,-1.74029641678656,1.8066405771551,0.159572737738033,-0.0611261849387592,-0.554654861351247
-2.5181038754873,-1.78061431172697,1.78708888942398,0.152591538263468,-0.0633621311029484,-0.554553978852759
-2.55454695630916,-1.82123376076108,1.76729191739432,0.145576257022375,-0.0656096964937186,-0.554444196323587
-2.59143210924767,-1.86220956180128,1.74747460101712,0.138555958121859,-0.0678601110188048,-0.554325899431242
-2.62870590309599,-1.90354203988966,1.72776899504028,0.131544857121018,-0.070108633789624,-0.554199234991352
-2.66631782626424,-1.94514312383978,1.70809951635721,0.124524691503499,-0.0723603231954727,-0.554063505929616
-2.70422157483397,-1.98688513126028,1.68827644077477,0.117460951722524,-0.074625005697988,-0.553917519255407
-2.74237068519548,-2.02889204271725,1.66883503811779,0.110490899705642,-0.076861079567823,-0.553765090839641
-2.78071942572248,-2.07136911040197,1.6505429885627,0.103811442178316,-0.0790088391609574,-0.553612330389549
-2.81924865632067,-2.1142061185408,1.63341581265619,0.0974598633650842,-0.0810565302863195,-0.553460956439907
-2.85795382326362,-2.15702489510096,1.616729440494,0.0913114677109227,-0.08304143642969,-0.553307522322644
-2.89684235888333,-2.19947142443536,1.59972575564859,0.0852122025545055,-0.0850099517259731,-0.553147239311218
-2.93589364247877,-2.241491050057,1.58228073687984,0.0791122956933866,-0.0869771071222049,-0.552978372738081
-2.9750626143049,-2.28331942399876,1.56492460224373,0.0730782915947125,-0.0889223593547446,-0.552803119671145
-3.01429608094098,-2.32524047555957,1.54824820099267,0.067193419082301,-0.0908199337759659,-0.552624483881577
-3.05356211267416,-2.36731398373547,1.53231624894658,0.0614536265503743,-0.0926705194696915,-0.552442586007713
-3.09285060857298,-2.40939357020141,1.5165958966736,0.055754728482486,-0.0945052872050765,-0.552253882598622
-3.13213673171051,-2.45142617170154,1.50126591676851,0.0501889354823302,-0.0962965679450036,-0.552061696221598
-3.17138048050246,-2.49347457710007,1.48704789541065,0.0449756646440319,-0.0979779670913095,-0.551874363214782
-3.21055974245525,-2.53544011344214,1.47420155875075,0.0402163003475534,-0.0995186641861424,-0.551696234416017
-3.24968230316716,-2.5770097383856,1.46232559618693,0.0358488286501182,-0.100937511116487,-0.551525495678674
-3.2887689014499,-2.61784927651727,1.45077508035873,0.0317306393777324,-0.102278017305576,-0.551357029889978
-3.32782985451249,-2.65784416056131,1.43924584954984,0.0277618767478823,-0.103570528439914,-0.551187193542993
-3.36683226137556,-2.69715879444737,1.4279718006727,0.0239376962459142,-0.104816003825231,-0.551016045753656
-3.4057495585611,-2.73608057167429,1.41738780601348,0.0202972293590022,-0.10600185017018,-0.550845456019719
-3.44454795305339,-2.77481672526049,1.40762114923707,0.0168378175092969,-0.107128273129342,-0.550675611981817
-3.48324022066669,-2.81339063856932,1.39831250760029,0.013480609045868,-0.108218978143797,-0.550503530742041
-3.52179857770672,-2.8518005020494,1.38978946507721,0.0103613920961652,-0.10923311573321,-0.550334814074715
-3.56017250867619,-2.88998881525268,1.38277084667337,0.00772723443088318,-0.110095375879541,-0.550179875211708
-3.59834932208127,-2.92771880444573,1.37735248514184,0.00566679643680397,-0.110779224462657,-0.550042632010655
-3.63635892923843,-2.96458851182923,1.37301127693413,0.00409900623743248,-0.111310068443637,-0.549919837417082
-3.67423732765125,-3.00025830695979,1.36915422660233,0.00288251219224036,-0.111731468381773,-0.549805649655518
-3.71198538052852,-3.03469566649558,1.36562832536582,0.00192957652112853,-0.112070097614866,-0.549696556757212
-3.7495729148591,-3.06813194002163,1.3627735543295,0.00123791793970033,-0.112326033957652,-0.549592671717442
-3.78696247970034,-3.10090480057517,1.36094966204585,0.000819434404142918,-0.112494188139757,-0.54949479179626
-3.82414104867254,-3.13323062521596,1.36009473551173,0.000626993518667218,-0.112588790130521,-0.549401019668996
-3.86113403514836,-3.16515805775347,1.35968743713371,0.000548938241721431,-0.112644251263141,-0.549306677595156
-3.89790617639336,-3.19668906083442,1.36004793926338,0.00073305035103124,-0.112615698205354,-0.549217914514101
-3.9343912936356,-3.22775346815699,1.36202983521916,0.0014710673902157,-0.112413633844851,-0.549146718606387
-3.9705637948474,-3.25811700471547,1.36587656933845,0.00289304957894601,-0.111998822629859,-0.549098020842258
-4.00645309464271,-3.2873371740671,1.37113111659738,0.00493122327131623,-0.111392692559173,-0.549068400250188
