Cqdot1,Cqdot2,Cqdot3,Cqdot4,Cqdot5,Cqdot6
-0.001393078973283,-0.000485780107280842,-0.000324766637185281,-9.6835687449115e-05,-0.000167866660530288,6.83825933256443e-06
-0.00155274613957013,-0.000147590854910229,-0.000107289887700368,-3.36700431942116e-05,-0.000117284495979642,2.97523726988658e-07
-0.00114756333590971,0.000795976009121846,7.13652051560487e-05,7.43558149021717e-05,5.00882381583995e-05,9.07158972807132e-05
-0.00030312560402046,0.00113082019122324,5.26694536340244e-06,8.47162340253949e-05,0.000125768269334024,0.000157244196259287
-3.98133327308425e-05,0.000729907061964963,0.000150332041388257,6.88368766947889e-05,7.64930986431401e-05,6.62817994415699e-05
4.54344311919819e-05,2.2128987670289e-05,-6.36835212985964e-05,-3.07235431173947e-06,1.16311182797489e-05,1.83800096170694e-05
0.000132588192493621,-0.000306488566567009,-0.000318350870794681,-5.60478798368735e-05,-1.20091314724702e-05,3.39922310993446e-05
2.05185271833219e-05,-0.00010690085599474,-0.000103711496934888,-2.13714855344382e-05,-1.16256565942004e-05,8.61965874920934e-06
-1.63062980806927e-06,1.91778228710859e-05,-8.06661632690719e-05,-1.6081645024979e-05,-1.08345913459402e-05,1.85726028140154e-05
4.33666374883845e-05,-5.85825595733613e-05,-0.000227685512683706,-3.75893992673459e-05,-8.3353854771818e-06,4.24932214289075e-05
-2.40210203408253e-05,-4.33757748908858e-05,-7.76693273394358e-05,-1.25690186688066e-05,-2.57650931441596e-06,1.12765976739704e-05
6.0739985058067e-05,2.39890558121347e-05,-3.2684952605333e-05,-7.47881804691319e-06,-1.62139017563078e-06,1.66290645278178e-05
0.000229683118052604,0.000105637275904846,-0.000128564261567377,-2.51610336531316e-05,-2.72362056376102e-06,5.86686182202367e-05
0.00017030149702979,0.000145394613826233,-7.21642620193919e-05,-1.71950787687392e-05,-2.99301260159768e-06,5.49135694224434e-05
4.419879229145e-05,-9.94372493339224e-05,-0.000208387109030372,-4.21453024469498e-05,-1.07611698528143e-05,5.56609386560547e-05
2.78604412078387e-05,-0.0003670002062508,-0.000469522185226889,-8.83565667624264e-05,-1.93204860507491e-05,8.72501539918025e-05
0.0001299986064347,-0.00014980890276628,-0.000404274708752705,-7.89734661363339e-05,-1.10340484832335e-05,0.000117510303212387
0.000452933999729899,0.000415293109676917,-0.000240979312560619,-5.04970339266775e-05,1.15036124644127e-05,0.000181152027669329
0.00078565473394554,0.000807634064705742,-0.000235102897572226,-4.82511652270534e-05,2.90693713264059e-05,0.000255707044241382
0.000747735842709707,0.00072437300224526,-0.000296034249674282,-6.14301009709273e-05,2.73727134201965e-05,0.000266182432654194
0.000450247435956674,0.000242696616298277,-0.000504594589981977,-0.000101981166421294,8.61466139864342e-06,0.000245523574574857
0.000243674375302705,-0.000140231563691251,-0.000737417664242734,-0.000144953006094906,-6.88818170562757e-06,0.000245539920052829
0.000296129098709796,-3.84573622040918e-05,-0.000741908126535407,-0.000148508717214113,-3.40730385542214e-06,0.000272667493446233
0.000620895506151298,0.000411479515936231,-0.000630230125118647,-0.000132384142712827,1.49371713754447e-05,0.000335514544875792
0.000982968877074386,0.000789002575137254,-0.000632164788223033,-0.00013629373295726,3.10800056806341e-05,0.000420628403066226
0.00104128631276335,0.000799947418985703,-0.000782558704691017,-0.000167713827902594,3.13708491838233e-05,0.000483202964505991
0.000807424688622715,0.000461330694283335,-0.00109146821562511,-0.000227375633835181,1.64986911870089e-05,0.00052632121510765
0.000618925988471686,0.000149177431432723,-0.00143692188820221,-0.000292173688816288,3.64021225354901e-06,0.000582702573542537
0.000759170134109199,0.000282645465301434,-0.00157480641288021,-0.000319729781653899,1.16451380061042e-05,0.000661167060107326
0.00123521427174644,0.000821669531831604,-0.00152936451612451,-0.000313799231677625,3.95798781231711e-05,0.000760491352529868
0.00170843030804413,0.00130672668732557,-0.00152181055388523,-0.000313213399058265,6.64671897393325e-05,0.000858043448218382
0.0017648455144188,0.00135491792093079,-0.00165683307333175,-0.000338697605704208,7.2344748254705e-05,0.000914254767471312
0.00128580982106374,0.000862502429383349,-0.00204014514730977,-0.000410409092744035,4.96644176842982e-05,0.00094575999822577
0.000724752053817834,0.000247817604172029,-0.00257646598077965,-0.000509013050039087,1.95568151940273e-05,0.00100234200656679
0.000615610116820209,0.000127731391018848,-0.00293298701304145,-0.00057589684502668,1.33876430711416e-05,0.00110379845238884
0.00111252819464447,0.000674068379068471,-0.0029902765273806,-0.000589922445524804,4.08977383844246e-05,0.00124709995211736
