sim_time_s,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,tau1,tau2,tau3,tau4,tau5,tau6
4.460000212,1.672364712,-1.545143485,-1.692155242,-1.648586631,-0.046949103,-0.409912109,1.00554216880756,-0.424142445204749,-0.0733506723684483,0.25106856129648,-0.268046736137331,1.36448689187086,-0.0983362349519225,0.473840590562093,0.813817399257441,0.69841305838172,-0.153504807542595,-0.153075391940651,5.303468704,60.98451233,63.12637711,8.500324249,-7.134183884,0.237074286
4.480000213,1.692468166,-1.553535819,-1.693402648,-1.643280387,-0.052385047,-0.382658005,1.00320333029042,-0.414650950406137,-0.0571111977792384,0.264972695295015,-0.271055029345673,1.36101418384737,-0.135996148591761,0.475335852415014,0.809348814506167,0.691499927293409,-0.146347762169709,-0.193921418660734,5.084294796,61.94697571,63.12072372,8.526473045,-7.125540733,0.223308548
4.500000214,1.712510586,-1.561737418,-1.694325805,-1.637691855,-0.057879522,-0.355483055,1.00010634135193,-0.405135379309347,-0.0409633852779722,0.278735966143591,-0.273921028311168,1.35672810128493,-0.174140187374771,0.476340688314104,0.804586107117894,0.683980884632147,-0.138938854951939,-0.234396808625391,4.862692833,62.88823318,63.11613083,8.554443359,-7.116619587,0.209294006
4.520000215,1.732488155,-1.569748282,-1.694924712,-1.63183248,-0.063429393,-0.328404427,0.99624140762822,-0.395604739358171,-0.0249150104001583,0.292344497556356,-0.276635936192121,1.35163611186439,-0.21272579731212,0.476852121583542,0.799481839941649,0.675804600923409,-0.131197247797165,-0.274519573105199,4.619801521,63.80836487,63.10215378,8.58343792,-7.107494831,0.195031807
4.540000216,1.752370358,-1.577568412,-1.695207,-1.625698447,-0.069030322,-0.301439285,0.991599802947259,-0.38606817462552,-0.00897426361414302,0.305783004893119,-0.279189965652499,1.3457452909201,-0.251695449579307,0.476862882958448,0.794014921880825,0.666931713656312,-0.123077013686067,-0.31431101739535,4.370702744,64.70770264,63.09181595,8.610251427,-7.09842968,0.180554673
4.560000217,1.772153378,-1.585197806,-1.695176482,-1.619289756,-0.074677743,-0.274603844,0.986174239485166,-0.376535202570076,0.00685094673004369,0.319035475936019,-0.281573644419846,1.33906221427235,-0.29098133445368,0.47636118175861,0.78819132843849,0.657339616768811,-0.11457191779729,-0.353795051487741,4.107711792,65.58634949,63.09065247,8.635380745,-7.090045452,0.165825963
4.580000218,1.791818142,-1.592636466,-1.694821715,-1.612614036,-0.080367364,-0.247910887,0.979959090779571,-0.367015899344644,0.0225535745539669,0.332085958996737,-0.283778845405545,1.33159288100848,-0.330511197100485,0.475331988531581,0.782040307151507,0.647023749178488,-0.105713093272071,-0.392996700755738,3.834199905,66.44300079,63.0729599,8.661028862,-7.082222939,0.15083234
4.600000219,1.811345577,-1.599884391,-1.694157958,-1.605675101,-0.086097039,-0.221379668,0.972950434647976,-0.357520989790824,0.0381278264693561,0.344919272680732,-0.285799401511381,1.323342689136,-0.370214438524574,0.473759553275224,0.775607168230869,0.635995471619792,-0.0965604893233044,-0.431939981657881,3.550040722,67.2730484,63.06173325,8.686192513,-7.074402809,0.13560535
4.62000022,1.830724239,-1.606941581,-1.69318521,-1.598488212,-0.091863908,-0.195023447,0.965145914735379,-0.348061815617053,0.0535693202310902,0.357521471375272,-0.287631285807344,1.3143164799636,-0.410027585405346,0.471630577418887,0.768944258240832,0.62427735297004,-0.0871900629860941,-0.470645416713107,3.25505209,68.07706451,63.05244827,8.715093613,-7.066642284,0.120121531
4.640000221,1.849935055,-1.613811851,-1.691903472,-1.591041923,-0.097664155,-0.168857485,0.956544451211254,-0.338650179122216,0.0688750017161736,0.369879975231125,-0.2892724272335,1.30451865573666,-0.449898354140784,0.468937296980853,0.762101882461614,0.611897202128019,-0.0776793320981179,-0.5091275198424,2.948738337,68.86753845,63.04315567,8.740571022,-7.058987141,0.104387566
4.660000221,1.868962765,-1.620491385,-1.690316558,-1.583359122,-0.103493966,-0.14289847,0.947145858159623,-0.329298085173836,0.084042845826314,0.381983372281497,-0.290722273763366,1.29395336250933,-0.489787777492578,0.465679748324716,0.755120772357962,0.598882366108546,-0.0680940143976156,-0.547392579600463,2.634214878,69.62269592,63.03585052,8.768772125,-7.051299572,0.088440135
4.680000222,1.88779211,-1.626987815,-1.688428283,-1.575420737,-0.10935048,-0.117160961,0.936950442259794,-0.32001742604833,0.0990714020990637,0.393820984838672,-0.291981215061021,1.2826247200979,-0.529670184084478,0.461866667508696,0.748027244883513,0.585255634418995,-0.0584780652527288,-0.585437007704983,2.311110497,70.36751556,63.03218842,8.790412903,-7.043488979,0.072265677
4.700000223,1.906396389,-1.633301139,-1.686238647,-1.567245841,-0.115228452,-0.09166114,0.925958659728779,-0.310819668465014,0.113959276346395,0.405382339408707,-0.293049954739049,1.27053707544654,-0.5695311641806,0.457514775180115,0.740831576577799,0.571033595005409,-0.0488486102824289,-0.623246418211233,1.98582232,71.09368134,63.02801895,8.811792374,-7.035699844,0.055890836
4.720000224,1.924771786,-1.639427543,-1.683755279,-1.558849692,-0.121124782,-0.066412851,0.914170894018232,-0.301715606574545,0.128704656601739,0.416656687782777,-0.293928899489925,1.25769525501037,-0.609363958957412,0.452646552938093,0.733529451038042,0.556227602492538,-0.0391962308778538,-0.660795480697902,1.649605036,71.77931213,63.03033829,8.837280273,-7.027801514,0.039320439
4.740000225,1.942910671,-1.645374656,-1.680985808,-1.550236106,-0.127034456,-0.041431408,0.901587387997942,-0.292715235405498,0.143304985765956,0.427632704838205,-0.294617621724247,1.24410479487503,-0.64916492339023,0.44728694678504,0.726105766829107,0.540846813242549,-0.0294900100182408,-0.698048473622909,1.29224956,72.4404068,63.03808975,8.861887932,-7.019984722,0.022582998
4.760000226,1.960782528,-1.651138663,-1.677918792,-1.541397452,-0.132953435,-0.016732138,0.888208329039573,-0.283827774196728,0.157756849904168,0.438298440788633,-0.29511445455891,1.22977213337962,-0.688928802965178,0.441459668982316,0.718539721265918,0.524902186211314,-0.0196858813216254,-0.734960373790402,0.932589769,73.0799942,63.04349518,8.882073402,-7.012260914,0.005712761
4.780000227,1.978375912,-1.656738639,-1.674569488,-1.532337546,-0.13887766,0.007670157,0.87403405383734,-0.275061831394735,0.172056095204626,0.448641536841841,-0.295416282161184,1.21470475910539,-0.728644525143215,0.435183863324593,0.710809973786441,0.508410079827698,-0.00973629975851362,-0.771478269896967,0.566110015,73.73181152,63.05274963,8.897340775,-7.004052639,-0.011278594
4.800000228,1.995679379,-1.662159324,-1.670926452,-1.523079276,-0.144804746,0.031761233,0.859065320375984,-0.266425664023979,0.186198124130244,0.458649639466482,-0.295518578442062,1.19891131561554,-0.768292056657876,0.42847183329038,0.702898843253231,0.491394161432304,0.000400847548341997,-0.807542887817042,0.184166431,74.34874725,63.05781555,8.913443565,-6.995052338,-0.028364349
4.820000229,2.01267767,-1.667408347,-1.667008758,-1.513622642,-0.150730401,0.055526797,0.843303590403451,-0.257927458903657,0.20017827374315,0.468310895870079,-0.295415711546618,1.18240167100231,-0.807840655840983,0.421328323333423,0.694794853002794,0.473884771548369,0.0107558449956662,-0.843090057530308,-0.208768249,74.92385101,63.06891251,8.928119659,-6.985010624,-0.045516364
4.84000023,2.029340267,-1.672485709,-1.662808776,-1.503979087,-0.156651288,0.078952372,0.82675127503808,-0.24957556220744,0.21399216355252,0.477614400084049,-0.295101472648638,1.1651869634576,-0.847248603713274,0.413751534506621,0.686493410132787,0.455915553896914,0.0213443464026411,-0.878052022310577,-0.604274273,75.48104858,63.07608795,8.941819191,-6.973828793,-0.062691875
4.860000231,2.045659542,-1.677406669,-1.658337951,-1.494144797,-0.162562639,0.102024376,0.809411913572847,-0.241378606026671,0.227635920701509,0.486550481432169,-0.294569722546654,1.14727963373345,-0.886464275694173,0.405735708432221,0.677995876186148,0.437517917425081,0.0321683714591917,-0.912358570413094,-0.995687842,76.03736115,63.08920288,8.948953629,-6.961512566,-0.079866156
4.880000232,2.061620235,-1.682159781,-1.653592467,-1.484142661,-0.16846016,0.124728739,0.791290275078759,-0.233345514656974,0.241106236987579,0.495110766333501,-0.293815003787394,1.12869345271664,-0.925428253277587,0.397274795292271,0.66930764682062,0.418714557459286,0.0432204174628366,-0.945938037532541,-1.398726106,76.54327393,63.10437775,8.95625782,-6.947954655,-0.097002812
4.900000233,2.077214718,-1.686752677,-1.648579955,-1.473961234,-0.174337178,0.147051871,0.772392388803207,-0.225485405343843,0.254400266985207,0.503287985773117,-0.292832960557012,1.10944354851888,-0.96407608992565,0.388366491482401,0.660436031100279,0.399513663662827,0.0544892973015191,-0.978718268072498,-1.811847687,77.02158356,63.11613083,8.957150459,-6.933531761,-0.114060678
4.920000234,2.092427731,-1.691192985,-1.643304229,-1.463623405,-0.180190355,0.168981135,0.752725519647791,-0.2178074183437,0.267515421378122,0.511075543219129,-0.291620449883681,1.08954643285111,-1.00234133646538,0.379015832877783,0.651388676948524,0.379905470330469,0.0659659500032129,-1.01062762569111,-2.234337807,77.48822784,63.12440872,8.956050873,-6.917757988,-0.13102144
4.940000235,2.107228756,-1.695480704,-1.637769103,-1.453136802,-0.186015397,0.190504134,0.732298109107078,-0.210320516181025,0.280449132931485,0.518466905143881,-0.290175305162163,1.0690200212478,-1.04015848110193,0.369237578981437,0.642173050546714,0.359862427804173,0.0776475352978548,-1.04159610927489,-2.65030098,77.92743683,63.13895035,8.951773643,-6.900442123,-0.147842586
4.960000236,2.121610165,-1.699623466,-1.631970763,-1.44250524,-0.191807061,0.211608946,0.711119701473926,-0.203033284876763,0.293198671820655,0.525454924059086,-0.288495804650339,1.04788363701612,-1.07746554126156,0.359056815259734,0.632797111540154,0.339343551857007,0.0895386122848143,-1.07155656960647,-3.073856354,78.35483551,63.14492035,8.944994926,-6.881490231,-0.164500117
4.980000237,2.135556698,-1.703628898,-1.625924468,-1.431740165,-0.197561055,0.232282221,0.689200870968673,-0.195953757889901,0.305761067492311,0.532031236505585,-0.286579979267622,1.02615798656035,-1.11420613150893,0.34850750640072,0.623270928120826,0.318302582957327,0.101649008452555,-1.10044595190012,-3.497390747,78.77877808,63.15427399,8.934511185,-6.860795975,-0.1809358
5.000000238,2.149053097,-1.707485557,-1.619626403,-1.420849204,-0.203272134,0.252513349,0.666553157934808,-0.189089274503868,0.318133164338966,0.538185879989169,-0.284424946153168,1.00386509563888,-1.15033090318362,0.337629104273357,0.613608646721821,0.296698657484039,0.113988920969357,-1.12820643054051,-3.919058323,79.12534332,63.16367722,8.919348717,-6.838393688,-0.197129667
5.020000239,2.162091732,-1.711216331,-1.613084197,-1.409832358,-0.208935529,0.27228874,0.643189012254294,-0.182446382787973,0.330311805074441,0.543907240372845,-0.282026464171498,0.981028202139967,-1.18579829821198,0.326461691051244,0.603830052573039,0.274507471578633,0.12656262640452,-1.1547862733352,-4.344799995,79.50273132,63.16851044,8.895733833,-6.814047337,-0.213009909
5.04000024,2.174649715,-1.714805961,-1.606301665,-1.398708701,-0.214545518,0.291602552,0.619121732831411,-0.176030801544062,0.34229410272326,0.549182385832466,-0.279378868954837,0.95767160922568,-1.22057458533125,0.315040455716485,0.59396097611447,0.251730587356591,0.139362687050583,-1.18014028528022,-4.76470089,79.79670715,63.17736053,8.870990753,-6.787796974,-0.228627264
5.06000024,2.186727047,-1.71828115,-1.599271178,-1.387485862,-0.22009781,0.310443342,0.594365388172933,-0.169847460032708,0.354077733901736,0.553997778764388,-0.27647546028346,0.933820510666742,-1.25463316474083,0.303390500509665,0.584032017115374,0.228400698116223,0.152366576767125,-1.20422973809216,-5.19953537,80.11740112,63.16554642,8.839981079,-6.759399414,-0.243921772
5.080000241,2.198300838,-1.721630454,-1.59200418,-1.376179099,-0.225589067,0.328799665,0.568934708356996,-0.163900632908641,0.365661170832385,0.558340287143325,-0.273309296533819,0.909500806233302,-1.28795315348192,0.291523006062407,0.574075429297883,0.204581337079344,0.165537161875726,-1.2270217822406,-5.623373032,80.40692139,63.14999771,8.807080269,-6.728104115,-0.258834392
5.100000242,2.209340572,-1.724865317,-1.5845083,-1.364792228,-0.231014043,0.346662939,0.542844952552829,-0.15819417782491,0.377043777189896,0.562198339121732,-0.269874225207459,0.884738928635266,-1.32051731161866,0.279433626472341,0.564120454485344,0.180360573065315,0.178827549031838,-1.24848844392303,-6.034396172,80.66429138,63.13382339,8.768299103,-6.693963528,-0.273343801
5.120000243,2.219853878,-1.727989554,-1.576783538,-1.353329062,-0.236368448,0.364025533,0.516111773529383,-0.152731864852624,0.388225726540486,0.565562987258955,-0.26616588107854,0.859561704230866,-1.35230944211195,0.267103646324058,0.55418782000982,0.155839479514595,0.192189658044834,-1.26860540570567,-6.445306301,80.88644409,63.1108284,8.721743584,-6.657059193,-0.287444174
5.140000244,2.229817867,-1.731003165,-1.568848968,-1.341793418,-0.241644174,0.380879819,0.48875111361821,-0.147517762286459,0.399207751138093,0.568428604348097,-0.262182351022277,0.833996265973509,-1.38331148645476,0.254503953981984,0.544284421468275,0.131117326843787,0.205584776305233,-1.28735083179185,-6.85206461,81.08347321,63.09849548,8.666636467,-6.617839813,-0.301129222
