0.06666667,0.002722329,-1.5728406,-0.005946031,-1.5777636,-0.00061218,6.27E-05,0.017639408,-0.010128997,-0.011708255,-0.030515939,-0.000406491,0.00261164,-1.86315997,12.26500429,7.441703885,1.035756311,-0.884930048,0.016497005,-1.86315997,12.26500429,7.441703885,1.035756311,-0.884930048,0.016497005,-27.705189,162.63396,82.826164,10.999732,-9.760778,0.18922065
0.100000005,0.002875451,-1.572723,-0.005749777,-1.5774046,-0.000478746,0.000257954,-0.000183521,0.008536283,0.012144595,0.016249983,0.002367725,0.007115154,-0.077914703,0.513164922,0.285688908,0.026368884,-0.039107415,-0.016656778,-0.077914703,0.513164922,0.285688908,0.026368884,-0.039107415,-0.016656778,-1.1585916,6.804567,3.1797175,0.28003755,-0.4313548,-0.19105324
0.13333334,0.002931155,-1.5723758,-0.005336264,-1.5765935,-0.000308131,0.000590715,0.000958742,0.010705866,0.012803471,0.018272502,0.002709107,0.009820808,0.000438242,0.034646009,0.021011753,-0.012178662,-0.007182423,-0.018567101,0.000438242,0.034646009,0.021011753,-0.012178662,-0.007182423,-0.018567101,0.006516661,0.45940608,0.2338608,-0.12933739,-0.07922212,-0.21296465
0.166666675,0.003106874,-1.5719229,-0.004920909,-1.5757327,-0.000116157,0.001103108,0.005820151,0.015353234,0.013167031,0.020908369,0.003742164,0.017387187,-0.02521442,0.212123707,0.115613967,0.000590052,-0.016612728,-0.017607245,-0.02521442,0.212123707,0.115613967,0.000590052,-0.016612728,-0.017607245,-0.37493843,2.8127604,1.2867835,0.006266353,-0.18323839,-0.2019551
0.20000001,0.003460137,-1.5712839,-0.00448278,-1.5747526,0.000114626,0.001914486,0.011136717,0.021365557,0.014081359,0.02507723,0.004979349,0.026810031,-0.033359844,0.255285111,0.13800023,0.003427266,-0.018612143,-0.017381095,-0.033359844,0.255285111,0.13800023,0.003427266,-0.018612143,-0.017381095,-0.49606088,3.3850806,1.5359426,0.036397565,-0.20529194,-0.19936116
0.233333346,0.003927739,-1.570478,-0.004006176,-1.5736339,0.000376146,0.002969406,0.013087123,0.024312505,0.014652711,0.027349927,0.005426189,0.031136265,0.002541329,-0.011716882,-0.00654128,-0.017045225,-0.002677851,-0.018721703,0.002541329,-0.011716882,-0.00654128,-0.017045225,-0.002677851,-0.018721703,0.03778957,-0.15536585,-0.07280444,-0.18102029,-0.029536696,-0.21473794
0.266666681,0.00455266,-1.5695113,-0.003523157,-1.5724313,0.000664378,0.004303835,0.019418009,0.031632684,0.015484075,0.032076877,0.006762279,0.043144185,-0.042686826,0.289778922,0.154833524,0.005016592,-0.019264982,-0.017122199,-0.042686826,0.289778922,0.154833524,0.005016592,-0.019264982,-0.017122199,-0.6347531,3.8424685,1.7232971,0.053276204,-0.21249275,-0.19639163
0.300000016,0.005382736,-1.568272,-0.002997353,-1.5710317,0.000997402,0.006076383,0.02542089,0.040159427,0.01696307,0.03849648,0.008130676,0.056644432,-0.050077201,0.31766032,0.169181663,0.006654163,-0.020237579,-0.016945693,-0.050077201,0.31766032,0.169181663,0.006654163,-0.020237579,-0.016945693,-0.744648,4.212176,1.8829919,0.07066721,-0.2232205,-0.1943671
0.333333351,0.006317628,-1.5668104,-0.002411486,-1.5694278,0.001361458,0.00817182,0.026856404,0.043741427,0.01787046,0.04171513,0.008491417,0.061847158,0.005832513,-0.088812512,-0.049521413,-0.024402964,0.004207138,-0.018922287,0.005832513,-0.088812512,-0.049521413,-0.024402964,0.004207138,-0.018922287,0.08672947,-1.1776539,-0.5511733,-0.25915948,0.04640473,-0.21703863
0.366666686,0.007406458,-1.5651511,-0.001817972,-1.5677142,0.001746514,0.010619995,0.033277992,0.05298173,0.018827355,0.047844443,0.009675268,0.077438734,-0.056777741,0.314959538,0.166376303,0.00519637,-0.018247504,-0.016779079,-0.056777741,0.314959538,0.166376303,0.00519637,-0.018247504,-0.016779079,-0.844285,4.1763635,1.8517683,0.05518545,-0.20126997,-0.19245604
0.400000021,0.008683453,-1.5631583,-0.001173538,-1.5657504,0.002167764,0.013616397,0.03865912,0.063238345,0.020492397,0.0557673,0.010744025,0.094138615,-0.06313928,0.324049291,0.17089079,0.005303298,-0.017908534,-0.016647668,-0.06313928,0.324049291,0.17089079,0.005303298,-0.017908534,-0.016647668,-0.9388811,4.2968936,1.9020145,0.05632103,-0.19753113,-0.19094875
