time,q1,q2,q3,q4,q5,q6,q1d,q2d,q3d,q4d,q5d,q6d,q1d2,q2d2,q3d2,q4d2,q5d2,q6d2
4.57,1.75513139600997,-1.5608750760443,-1.64475107779617,-1.60917586503957,-0.0968832332987475,-0.290645215110999,0.980579145301537,-0.375811675417218,-0.0080935911940152,0.315010541336344,-0.27924115870835,1.29848415152073,-0.283414339730016,0.464067641726407,0.791764823600929,0.676272339063745,-0.120401309260271,-0.357990759400958
4.58,1.76492269383683,-1.56460999351906,-1.64479246200209,-1.60599203133216,-0.0996815964960192,-0.277678608198499,0.977648105493298,-0.371172287395428,-0.000186942181077399,0.321747592777552,-0.280424603549404,1.2948037773322,-0.302803009882574,0.463786930150991,0.789549527133227,0.671107934776797,-0.116275000680444,-0.378062879221905
4.59,1.77468371091291,-1.56829853344992,-1.64475489202366,-1.60274108832785,-0.102491586562287,-0.264749806496553,0.974522905173373,-0.366536396491949,0.00769709201554036,0.32843210140649,-0.281566406306101,1.2909233248603,-0.322245658319154,0.463368316366966,0.78724203126988,0.665763944473036,-0.112072968233064,-0.398005723331033
4.6,1.78441250301261,-1.57194073769335,-1.6446385986018,-1.59942357041705,-0.105312783298253,-0.251860804255244,0.971203028114072,-0.361905378724117,0.0155575945564959,0.335062276478713,-0.282665812059586,1.28684410756949,-0.341737569782574,0.462812406885441,0.784843369584042,0.660241399271704,-0.107795680330633,-0.417815157791268
4.61,1.79410712098428,-1.5755366618349,-1.64444382159397,-1.59604002984534,-0.108144758979257,-0.239013582383905,0.967688005365066,-0.357280603877651,0.0233936590170867,0.341636337799857,-0.283722070708539,1.2825674800359,-0.361274004262084,0.462119841480978,0.782354591368997,0.65454137803274,-0.103443632064208,-0.437487094382666
4.62,1.80376561122419,-1.57908637512549,-1.64417080986911,-1.59259103660541,-0.110987078404776,-0.226210108042366,0.963977415494622,-0.352663435175263,0.0312043895425465,0.34815251620182,-0.284734437235862,1.27809483748502,-0.380850198263467,0.461291292940543,0.77977676125358,0.648665007104405,-0.0990173451834493,-0.457017491610188
4.63,1.81338601615283,-1.5825899604141,-1.64381982120121,-1.58907717832459,-0.113839298950701,-0.21345233423726,0.960070884818059,-0.348055228947779,0.0389889009994597,0.35460905401633,-0.285702171975136,1.27342761531956,-0.400461366086496,0.460327466804872,0.777110958814054,0.642613460057808,-0.0945173680677658,-0.476402355695866
4.64,1.82296637469342,-1.58604751407724,-1.64339112216145,-1.58549906014741,-0.116700970624173,-0.200742199422066,0.955968087613389,-0.343457334307956,0.0467463191232902,0.361004205545784,-0.286624540876725,1.26856728863739,-0.420102701109463,0.4592291011023,0.774358278182607,0.636387957408359,-0.0899442756885178,-0.49563774155496
4.65,1.83250472275277,-1.58945914594503,-1.64288498800862,-1.58185730461359,-0.119571636120867,-0.188081627102875,0.951668746324014,-0.338871092827009,0.0544757806619209,0.367336237531236,-0.287500815773473,1.26351537173962,-0.439769377080354,0.457996966075178,0.771519827652575,0.629989766324236,-0.0852986695622864,-0.514719753755936
4.66,1.84199909370356,-1.59282497922426,-1.64230170257842,-1.57815255153127,-0.122450830885505,-0.17547252544891,0.947172631748664,-0.334297838213804,0.0621764335153774,0.373603429617432,-0.288330274645898,1.25827341762963,-0.45945654941431,0.456631863898913,0.76859672928054,0.623420200321971,-0.0805811776951764,-0.533644547463998
4.67,1.85144751886915,-1.59614515041823,-1.64164155817124,-1.57438545784574,-0.125338083174263,-0.162916786907857,0.942479563218146,-0.329738895996968,0.0698474368713455,0.37980407481469,-0.289112201886749,1.25284301750218,-0.479159356497024,0.455134628393817,0.765590118485443,0.616680618949209,-0.0757924545181652,-0.552408329367874
4.68,1.8608480280094,-1.59941980924326,-1.64090485543856,-1.5705566975034,-0.128232914120581,-0.150416287826786,0.937589408759077,-0.325195583209911,0.0774879613368658,0.385936479957635,-0.289845888564916,1.2472258002238,-0.498872920993648,0.453506124729729,0.762501143644801,0.609772427454726,-0.0709331808134999,-0.571007358589682
4.69,1.87019864980869,-1.60264911854227,-1.64009190326824,-1.56666696131133,-0.131134837802918,-0.13797288807794,0.932502085244575,-0.320669208078908,0.0850971890658379,0.391998966160409,-0.290530632688522,1.24142343180386,-0.518592351162911,0.451747249123665,0.759330965688226,0.602697076445808,-0.0660040636321098,-0.589437947577636
4.7,1.87949741236486,-1.60583325419509,-1.63920301866827,-1.56271695679219,-0.134043361315712,-0.125588430689817,0.927217558531709,-0.316161069714109,0.0926743138825152,0.397989869268575,-0.291165739467164,1.235437614857,-0.538312742175975,0.449858928530429,0.756080757688308,0.5954560615331,-0.0610058362020811,-0.607696462981259
4.71,1.88874234367974,-1.60897240502582,-1.63823852664959,-1.55870740803461,-0.136957984842503,-0.113264741484272,0.921735843585733,-0.311672457803688,0.100218541400887,0.403907540307291,-0.291750521573199,1.2292700880567,-0.558029177439742,0.447842120326444,0.752751704449075,0.58805092296298,-0.0559392578281508,-0.625779326509051
4.72,1.89793147215094,-1.61206677270704,-1.63719876010751,-1.55463905553923,-0.139878201732024,-0.101003628718175,0.91605700459116,-0.307204652311334,0.1077290891399,0.409750345925777,-0.29228429940195,1.22292262558066,-0.577736729924165,0.445697811986754,0.749345002092094,0.58048324523759,-0.0508051137822765,-0.643683015768235
4.73,1.90706282706425,-1.61511657166107,-1.63608405970228,-1.55051265606029,-0.142803498576626,-0.0888068827316744,0.91018115504944,-0.302758923176842,0.115205186634583,0.41551666883792,-0.292766401330817,1.21639703654753,-0.597430463493211,0.44342702075544,0.745861857640403,0.572754656722626,-0.045604215185262,-0.66140406508645
4.74,1.91613443908761,-1.61812202895832,-1.63489477373813,-1.54632898244265,-0.145733355293402,-0.076676275601173,0.904108457863327,-0.298336530020176,0.122646075542958,0.421204908258897,-0.293196163977112,1.20969516444571,-0.617105434239092,0.441030793309437,0.742303488600375,0.564866829242983,-0.0403373988794486,-0.678939066315175
4.75,1.92514434076513,-1.62108338421262,-1.6336312580418,-1.54208882345485,-0.148667245207967,-0.0646135607990601,0.897839125407977,-0.293938721848697,0.130051009748787,0.426813480337722,-0.293572932454638,1.20281888655423,-0.636756691819364,0.438510205415922,0.738671122541659,0.556821477666373,-0.0350055272925283,-0.69628466961464
4.76,1.93409056701237,-1.62400088947351,-1.63229387583954,-1.53779298361732,-0.151604635140508,-0.0526204728581092,0.891373419588533,-0.28956673676813,0.137419255460079,0.432340818585492,-0.29389606062878,1.19577011335571,-0.656379280796543,0.435866361583392,0.734965996675375,0.548620359475024,-0.0296094882924449,-0.713437584220097
4.77,1.94297115561175,-1.62687480911598,-1.63088299763355,-1.53344228302693,-0.154544985494731,-0.04069872704288,0.88471165188442,-0.285221801696956,0.14475009130339,0.43778537429939,-0.294164911370168,1.18855078794201,-0.675968241979798,0.433100394706475,0.731189357430625,0.540265274325604,-0.0241501950334584,-0.7303945791892
4.78,1.95178414770855,-1.62970541972694,-1.62939900107729,-1.52903755717685,-0.157487750349162,-0.02885001902645,0.877854183380133,-0.280905132084175,0.152042808413904,0.443145616982153,-0.294378856806738,1.18116288541215,-0.695518613768406,0.430213465704631,0.727342460029528,0.531758063597433,-0.018628585793357,-0.747152484130324
4.79,1.96052758830689,-1.63249300998951,-1.62784227085002,-1.52457965677242,-0.160432377550876,-0.0170760245734272,0.870801424782613,-0.276617931631062,0.159296710521204,0.448420034757002,-0.29453727857411,1.17360841226348,-0.715025433496513,0.427206763154894,0.723426568060896,0.523100609929187,-0.0130456238018741,-0.76370818991168
4.8,1.96919952676615,-1.63523788056376,-1.62621319853029,-1.52006944754304,-0.16337830881195,-0.00537839922904482,0.863553836425204,-0.27236139201635,0.16651111403082,0.453607134777872,-0.294639568064212,1.16588940577537,-0.734483738778868,0.42408150291863,0.719442953052662,0.514294836744149,-0.00740229706032158,-0.780058649350996
4.81,1.97779801729715,-1.63794034396533,-1.62451218246897,-1.51550781004963,-0.166324979808103,0.0062412219857606,0.856111928258056,-0.268136692625347,0.17368534810147,0.458705443634818,-0.294685126672054,1.15800793338651,-0.753888568857118,0.420838927762613,0.715392894043243,0.505342707764182,-0.00169961815249486,-0.796200877885649
4.82,1.98632111945826,-1.64060072444115,-1.62273962766119,-1.51089563948839,-0.169271820280109,0.0177812248723654,0.848476259825173,-0.263945000282774,0.180818754718011,0.463713507754552,-0.294673366040583,1.14996609206539,-0.773234965946259,0.417480306974336,0.711277677151947,0.496246226512549,0.00406137595312606,-0.812131954223068
4.83,1.99476689865097,-1.64321935784259,-1.62089594561795,-1.5062338454904,-0.17221825413737,0.0292400163470745,0.84064744022794,-0.25978746898944,0.187910688760116,0.468629893795911,-0.29460370830349,1.14176600767451,-0.792517976580918,0.414006935971855,0.707098595148587,0.487007435805693,0.00987962410984622,-0.827849020971243
4.84,2.00313342661547,-1.64579659149567,-1.61898155423657,-1.50152335191746,-0.175163699564138,0.0406160247263188,0.83262612807518,-0.25566523966301,0.194960518066596,0.4734531890402,-0.294475586325947,1.13340983432814,-0.811732652961007,0.410420135908166,0.702856947022411,0.477628417234166,0.0157540412078268,-0.843349285249201
4.85,2.01141878192532,-1.64833278406915,-1.61699687767101,-1.49676509665367,-0.178107569127967,0.0519077000065096,0.824413031419791,-0.251579439882633,0.201967623495477,0.478182001776302,-0.294288443943084,1.12489975374431,-0.830874054296408,0.406721253270223,0.698554037550529,0.468111290632799,0.0216835183977357,-0.858630019277323
4.86,2.01962105048144,-1.65082830543999,-1.61494234620127,-1.4919600313938,-0.181049269890508,0.0631135141363615,0.816008907681926,-0.247531183637538,0.208931398979681,0.48281496168042,-0.294041736196287,1.11623797459112,-0.849937248150286,0.402911659472847,0.694191176865934,0.458458213540301,0.0276669233229132,-0.873688560947348
4.87,2.02773832600552,-1.65328353655577,-1.61281839610249,-1.48710912142717,-0.183988203520968,0.0742319612834166,0.807414563558766,-0.243521571079942,0.215851251578442,0.487350720190383,-0.293734929567028,1.10742673182694,-0.868917311780655,0.398992750447479,0.689769680025279,0.448671380648405,0.0337031003600194,-0.88852231437195
4.88,2.03576871053212,-1.6556988692957,-1.61062546951336,-1.48221334541859,-0.186923766411432,0.0852615580934213,0.798630854920802,-0.239551688281871,0.22272660152438,0.491787950874336,-0.293367502208319,1.09846828603577,-0.8878093334798,0.394965946226031,0.68529086657658,0.438753023240735,0.0397908708680688,-0.903128750413717
4.89,2.04371031489989,-1.65807470632805,-1.60836401430412,-1.47727369518479,-0.189855349794861,0.0962008439431798,0.789658686694914,-0.235622606996301,0.229556882266232,0.49612534979388,-0.292938944173598,1.08936492275707,-0.906608413911173,0.390832690519837,0.680756060126897,0.428705408621536,0.0459290334458502,-0.917505407193529
4.9,2.05156125924147,-1.66041146096631,-1.6060344839445,-1.47229117546811,-0.192782339865218,0.107048381186999,0.780499012733912,-0.231735384422411,0.236341540507341,0.500361635861338,-0.292448757643016,1.0801189518108,-0.925309667443393,0.386594450293985,0.676166587910236,0.418530839534448,0.0521163641976212,-0.931649890578067
4.91,2.05931967347216,-1.66270955702196,-1.60363733737051,-1.46726680370597,-0.195704117899801,0.117802755395957,0.771152835672847,-0.227891062975353,0.24308003623967,0.504495551191183,-0.29189645714702,1.07073270661753,-0.943908223480935,0.382252715336981,0.671523780355749,0.408231653571445,0.0583516170070326,-0.945559874646533
4.92,2.06698369777675,-1.66496942865594,-1.60117303885185,-1.4622016097972,-0.19862006038386,0.128462575590504,0.761621206772013,-0.224090670059951,0.249771842773709,0.508525861445575,-0.291281569787134,1.06120854351413,-0.962399227791184,0.377808997825986,0.666828970656379,0.39781022257214,0.064633523819237,-0.959233102136272
4.93,2.07455148309516,-1.6671915202272,-1.59864205785834,-1.45709663586485,-0.201529539137496,0.139026474466078,0.751905225746714,-0.220335217849303,0.256416446763854,0.512451356173757,-0.290603635453929,1.05154884106505,-0.980777843827408,0.373264831887691,0.662083494338094,0.387268952013614,0.0709607949310596,-0.972667384867439
4.94,2.08202119160588,-1.66937628613941,-1.59604486892647,-1.45195293601564,-0.204431921444566,0.149493108612006,0.742006040583785,-0.216625703067191,0.263013348229675,0.516270849145365,-0.289862207042017,1.04175599936938,-0.999039254047301,0.368621773155023,0.657288688829873,0.376610280390909,0.0773321192892333,-0.985860604146422
4.95,2.08939099720792,-1.6715241906853,-1.59338195152564,-1.44677157609616,-0.207326570183618,0.159861158723487,0.731924847344978,-0.212963106775486,0.269562060572719,0.519983178677446,-0.289056850662012,1.03183243936418,-1.01717866122674,0.363881398319732,0.652445893034535,0.365836678588436,0.0837461647965361,-0.998810711148044
4.96,2.09665908600031,-1.67363570788901,-1.59065378992429,-1.44155363344573,-0.210212843961493,0.170129329806301,0.721662889957258,-0.209348394165715,0.276062110589171,0.523587207955202,-0.288187145849415,1.02178060212385,-1.03519128976834,0.359045304680993,0.647556446900582,0.354950649242338,0.0902015786258366,-1.01151572727654
4.97,2.10382365675988,-1.67571132134641,-1.58786087305577,-1.43630019664618,-0.213090097248191,0.180296351374807,0.711221459989989,-0.205782514355242,0.282513038478136,0.527081825346235,-0.287252685770309,1.01160294815619,-1.05307238700445,0.354115109690262,0.642621690995188,0.343954726094145,0.0966969875419088,-1.02397374450506
4.98,2.11088292141622,-1.67775152406339,-1.5850036943846,-1.43101236526843,-0.21595768051445,0.190360977642513,0.700601896419148,-0.20226640018808,0.288914397845724,0.530465944708404,-0.286253077423805,1.00130195669512,-1.07081722449423,0.349092450492347,0.637642966078462,0.332851473335766,0.103230998230967,-1.03618292569379
4.99,2.11783510552481,-1.6797568182921,-1.58208275177206,-1.42569124961616,-0.218814940370955,0.200321987705976,0.689805585378647,-0.198800968040242,0.295265755704833,0.533738505690949,-0.285187941841138,0.990880124990252,-1.0884210993144,0.343978983462949,0.632621612679134,0.321643484946085,0.109802197637802,-1.04814150488659
5,2.12467844873713,-1.68172771536521,-1.57909854734231,-1.42033797046637,-0.221661219709745,0.210178185721475,0.678833959898625,-0.195387117629814,0.301566692470738,0.536898474029046,-0.28405691428138,0.980339967593672,-1.10587933534336,0.338776383742741,0.62755897067177,0.310333384019303,0.116409153310482,-1.05984778758616
5.01,2.13141120526835,-1.68366473552859,-1.57605158734838,-1.41495365880699,-0.224495857847302,0.21992840107427,0.667688499631151,-0.192025731831553,0.307816801952413,0.539944841831558,-0.282859644423623,0.969684015644106,-1.12318728453822,0.33348634476816,0.622456378855719,0.29892382208522,0.123050413752461,-1.07130015100759
5.02,2.13803164436198,-1.68556840777198,-1.57294238203837,-1.40953945557195,-0.22731819066987,0.22957148854087,0.656370730563026,-0.18871767649636,0.314015691339719,0.542876627861975,-0.281595796555668,0.958914816148589,-1.14034032820446,0.328110577799008,0.617315174535817,0.287417478421673,0.129724508782074,-1.0824970443103
5.03,2.14453805075192,-1.68743926965752,-1.56977144552157,-1.40409651137305,-0.230127550780324,0.239106328444308,0.644882224715982,-0.185463800275397,0.320162981186353,0.545692877812401,-0.280265049759032,0.948034931261962,-1.1573338782578,0.322650811442964,0.612136693105114,0.275817059359286,0.136429949899246,-1.09343698880842
5.04,2.15092872512115,-1.68927786714738,-1.56653929563495,-1.39862598622941,-0.232923267647131,0.248531826801866,0.633224599834321,-0.182264934449016,0.326258305388636,0.548392664570585,-0.278867098090254,0.937046937564315,-1.17416337847799,0.317108791177251,0.606922267629611,0.264125297578717,0.14316523065939,-1.10411857815954
5.05,2.15720198455731,-1.69108475442891,-1.56324645381002,-1.3931290492942,-0.235704667754902,0.257846915465734,0.621399519060049,-0.179121892760445,0.332301311160228,0.550975088479881,-0.277401650758483,0.925953425336765,-1.19082430575401,0.311486278867455,0.601673228435299,0.252344951400667,0.149928827054333,-1.11454047853177
5.06,2.16335616300506,-1.6928604937385,-1.55989344493965,-1.38760687857888,-0.238471074756816,0.267050552256322,0.609408690595554,-0.176035471254306,0.338291659002593,0.553439277592064,-0.275868432299133,0.914756997835614,-1.20731217132059,0.305785052283716,0.596390902697477,0.240478804068754,0.156719197900213,-1.12470142874916
5.07,2.16938961171502,-1.69460565518391,-1.55648079724534,-1.38206066067481,-0.241221809628826,0.276141721088607,0.597253867354063,-0.173006448120031,0.344229022671531,0.555784387912949,-0.274267182743708,0.903460270565049,-1.22362252198536,0.300006904614389,0.591076614032583,0.228529663025537,0.163534785232207,-1.13460024041554
5.08,2.17530069968889,-1.6963208165648,-1.55300904214501,-1.37649159047243,-0.243956190825244,0.28511943209061,0.584936846597749,-0.170035583540184,0.35011308913948,0.558009603640714,-0.272597657785575,0.892065870548951,-1.2397509413466,0.294153643977321,0.585731682092642,0.216500359181825,0.17037401470599,-1.1442357980166
5.09,2.18108781412121,-1.698006563192,-1.54947871412087,-1.3709008708784,-0.246673534436454,0.293982721715352,0.572459469563857,-0.167123619543425,0.355943558553939,0.560114137396941,-0.270859628941771,0.880576435601576,-1.25569305100102,0.288227092928879,0.580357422162419,0.204393746179501,0.177235296005844,-1.15360705900043
5.1,2.18674936083717,-1.69966348770544,-1.54589035058797,-1.36528971253006,-0.249373154347658,0.302730652844758,0.5598236210786,-0.164271279862788,0.361720144191732,0.562097230450182,-0.269052883710603,0.868994613597572,-1.27144451174131,0.282229087970821,0.574955144759472,0.192212699648098,0.184117023259245,-1.16271305383647
5.11,2.19228376472656,-1.70129218989008,-1.54224449176319,-1.35965933350789,-0.252054362399669,0.311362314886821,0.547031229159433,-0.16147926979863,0.367442572409352,0.563958152932091,-0.267177225725134,0.857323061741678,-1.28700102474317,0.276161479055235,0.569526155237177,0.179960116455277,0.191017575457875,-1.1715528860528
5.12,2.19768947017357,-1.7028932764913,-1.53854168053471,-1.35401095904587,-0.254716468550882,0.319876823865243,0.534084264605163,-0.158748276086584,0.373110582589387,0.565696204046055,-0.265232474902427,0.845564445838011,-1.30235833274137,0.270026129087562,0.564071753390864,0.167638913951424,0.197935316884894,-1.18012573225197
5.13,2.20296494148244,-1.70446736102853,-1.53478246233183,-1.34834582123987,-0.257358781040921,0.328273322501545,0.520984740574626,-0.156078966770519,0.378723927082948,0.567310712268218,-0.263218467588442,0.83372143955927,-1.31751222119456,0.263824913427932,0.55859323306721,0.155252029208655,0.204868597548385,-1.1884308421053
5.14,2.20810866329912,-1.7060150636076,-1.53096738499587,-1.34266515875366,-0.259980606555565,0.336550980290482,0.507734712153638,-0.153471991080547,0.384282371148259,0.568801035540838,-0.261135056698611,0.82179672371613,-1.33245851943857,0.257559719390905,0.553091881776977,0.142802418254302,0.211815753620819,-1.19646753832568
5.15,2.2131191410282,-1.70753701073203,-1.52709699865135,-1.33697021652355,-0.262581250393183,0.344708993567465,0.494336275910502,-0.150927979315938,0.389785692885363,0.570166561458035,-0.258982111853948,0.80979298552726,-1.34719310182776,0.25123244574373,0.547568980311258,0.130293055299243,0.218775107884455,-1.20423521661907
5.16,2.21799490124542,-1.70903383511329,-1.52317185557777,-1.33126224546094,-0.265160016632436,0.352746585568994,0.480791569440171,-0.148447542733141,0.39523368316703,0.571406707443699,-0.256759519512754,0.797712917889495,-1.36171188886406,0.244845002203345,0.542025802361301,0.117726931961154,0.22574497018249,-1.21173334561452
5.17,2.22273449210565,-1.71050617547982,-1.51919251008237,-1.32554250215305,-0.26771620830128,0.360663006486064,0.46710277089722,-0.146031273438751,0.400626145565889,0.572520920921698,-0.25446718309765,0.785559218649166,-1.37601084831366,0.238399308932099,0.536463614142067,0.105107056483015,0.232723637875909,-1.21896146677307
5.18,2.22733648374617,-1.71195467638471,-1.51515951837349,-1.31981224856226,-0.270249127547252,0.36845753350984,0.453272098517573,-0.143679744287649,0.405962896277769,0.573508679478163,-0.252105023118161,0.773334589874299,-1.39008599631061,0.231897296032485,0.530883674019647,0.092436452947005,0.239709396305825,-1.22591919427534
5.19,2.23179946868497,-1.71337998801314,-1.51107343843469,-1.3140727517236,-0.272758075808866,0.376129470870055,0.439301810129482,-0.141393508786074,0.411243764041387,0.57436949101596,-0.249672977288551,0.761041737128007,-1.40393339844742,0.22534090304092,0.525287232142599,0.0797181604840427,0.246700519261236,-1.23260621488799
5.2,2.23612206221417,-1.71478276598832,-1.50693482989987,-1.30832528344086,-0.275242353988347,0.383678149866668,0.425194202653465,-0.139173100999855,0.416468590054327,0.575102893901207,-0.247171000640972,0.748683368743539,-1.41754917085204,0.218732078420762,0.519675530077413,0.066955232479188,0.253695269452021,-1.23902228780923
5.21,2.24030290278852,-1.71616367117619,-1.5027442539289,-1.30257111998129,-0.277701262625222,0.391102928893901,0.410951611591649,-0.137019035467699,0.421637227885427,0.575708457101801,-0.244599065633902,0.736262195100604,-1.43092948125118,0.212072779054622,0.514049800448094,0.0541507357731286,0.260691898987073,-1.2451672444933
5.22,2.24434065240842,-1.71752336949052,-1.49850227308462,-1.29681154176888,-0.280134102071166,0.398403193456744,0.396576410506512,-0.134931807119422,0.426749543383563,0.576185780317997,-0.241957162255717,0.723780927904059,-1.44407055001937,0.205364969736181,0.508411266580099,0.0413077498599508,0.267688649857407,-1.25104098845413
5.23,2.24823399699809,-1.71886253169556,-1.49420945121025,-1.29104783307648,-0.282540172665861,0.405578356181167,0.382071010489252,-0.132911891199569,0.431805414582925,0.57653449410489,-0.239245298123421,0.711242279464042,-1.45696865121382,0.198610622661636,0.502761142148672,0.0284293660814514,0.274683754424115,-1.25664349504827
5.24,2.251981646778,-1.72018183320971,-1.4898663533082,-1.28528128171656,-0.284918774913628,0.412627856815973,0.367437859617812,-0.130959743195792,0.43680473160474,0.576754259986876,-0.236463498576537,0.698648961979043,-1.46962011359444,0.191811716920824,0.497100630831663,0.0155186868181847,0.281675435911015,-1.26197481123712
5.25,2.25558233663199,-1.72148195390696,-1.48547354541972,-1.27951317873121,-0.287269209661183,0.419551162228686,0.35267944240481,-0.129075798772458,0.441747396555581,0.576844770563949,-0.233611806765947,0.686003686820857,-1.48202132162899,0.184970237988259,0.491430925967033,0.00257882467749848,0.288661908901857,-1.26703505532875
5.26,2.25903482646897,-1.72276357791861,-1.48103159450538,-1.27374481808056,-0.289590778276221,0.426347766393164,0.337798279235571,-0.12726047370942,0.446633323422343,0.576805749609942,-0.23069028373782,0.673309163822722,-1.49416871648295,0.178088177214168,0.485753210215018,-0.0103870983212584,0.295641379841949,-1.27182441669918
5.27,2.26233790157863,-1.72402739343404,-1.47654106832695,-1.2679774963308,-0.291882782826619,0.43301719037126,0.322796925796148,-0.125514163845793,0.451462437963688,0.576636952162509,-0.227699008512444,0.660568100569961,-1.50605879699383,0.171167531315641,0.480068655225196,-0.0233759515640655,0.302612047544026,-1.27634315549352
5.28,2.26549037298155,-1.72527409250119,-1.4720025353304,-1.26221251234115,-0.294144526260681,0.439558982286258,0.307677972491891,-0.12383724502876,0.456234677598388,0.576338164605038,-0.22463807815803,0.647783201693937,-1.51768812062975,0.16421030186803,0.474378421308451,-0.0363845966619429,0.309572103698259,-1.28059160230689
5.29,2.26849107777361,-1.72650437082636,-1.46741656452942,-1.2564511669499,-0.296375312587948,0.445972717290118,0.292444043856396,-0.122230073067612,0.460949991290258,0.57590920474022,-0.221507607859359,0.634957168169176,-1.52905330443186,0.157218494796787,0.468683657113984,-0.0494098882727618,0.31651973338619,-1.28457015784537
5.3,2.27133887946413,-1.72771892757345,-1.46278372539102,-1.25069476265993,-0.298574447060602,0.452257997523432,0.277097797951058,-0.120692983692702,0.465608339430009,0.575349921855524,-0.218307730981275,0.622092696614111,-1.54015102594049,0.150194119869774,0.462985499311467,-0.0624486749249575,0.323453115598513,-1.2882792925671
5.31,2.2740326683081,-1.72891846516315,-1.45810458772158,-1.24494460332358,-0.300741236355599,0.458414452068169,0.26164192575564,-0.119226292519706,0.470209693713786,0.574660196780332,-0.215038599127007,0.609192478595425,-1.55097802410469,0.143139190190235,0.457285072278437,-0.0754977998429025,0.330370423756485,-1.29171954630364
5.32,2.27657136163235,-1.73010368907163,-1.45337972155455,-1.23920199382705,-0.302874988757459,0.464441736893946,0.246079150549622,-0.117830295018582,0.474754037018835,0.573839941934882,-0.211700382191234,0.596259199936252,-1.56153110017488,0.136055721690529,0.451583487793007,-0.0885541017737008,0.337269826236852,-1.29489152786191
5.33,2.27895390415545,-1.73127530762895,-1.44860969703923,-1.23346823977413,-0.304975014341238,0.47033953479685,0.23041222728482,-0.11650526648798,0.479241363275862,0.572889101370844,-0.208293268407885,0.583295540028487,-1.57180711857849,0.12894573262682,0.445881844732002,-0.101614415815218,0.344149486900109,-1.29779591460651
5.34,2.28117926830111,-1.73243403181725,-1.44379508433089,-1.22774464716983,-0.307040625156155,0.476107555332149,0.214643941949287,-0.115251462034475,0.483671677338652,0.571807650803728,-0.204817464392651,0.570304171149395,-1.58180300777812,0.121811243074713,0.440181228774623,-0.114675574245052,0.351007565621949,-1.30043345202312
5.35,2.28324645450549,-1.73358057506849,-1.43893645348216,-1.22203252210358,-0.309071135409724,0.481745534739161,0.198777110922777,-0.114069116556887,0.488044994850542,0.570595597636899,-0.201273195180174,0.557287757782738,-1.59151576111226,0.114654274426104,0.434482712111721,-0.127734407350268,0.357842218827742,-1.30280495326262
5.36,2.28515449151775,-1.73471565306278,-1.43403437433592,-1.21633317043224,-0.311065861652004,0.487253235860535,0.182814580323857,-0.112958444735614,0.492361342108151,0.569252980977349,-0.197660704255846,0.54424895594433,-1.60094243761811,0.107476848887297,0.428787353160728,-0.140787744257636,0.364651600029865,-1.30491129866648
5.37,2.28690243669421,-1.73583998352585,-1.42908941641929,-1.21064789746315,-0.313024122960279,0.492630448053831,0.166759225348848,-0.111919641027033,0.496620755922269,0.567779871643138,-0.193980253582257,0.53119041251275,-1.61008016283634,0.100280988978514,0.423096196286419,-0.153832413764166,0.371433860367748,-1.30675343527344
5.38,2.28848937628576,-1.73695428602672,-1.42410214883945,-1.20497800763673,-0.314945241123951,0.497876987096959,0.150613949602885,-0.110952879662758,0.500823283475885,0.566176372162551,-0.190232123620198,0.518114764564743,-1.61892612959769,0.0930687170349227,0.417410271527498,-0.166865245167682,0.378187149150454,-1.30833237630769
5.39,2.28991442571849,-1.7380592817758,-1.41907314018036,-1.19932480420979,-0.31682854082959,0.50299269508676,0.134381684423097,-0.110058314654136,0.504968982179668,0.564442616764933,-0.186416613344266,0.505024638716147,-1.62747759879093,0.0858420547093468,0.411730594329144,-0.179883069097232,0.384909614401633,-1.30964920064878
5.4,2.29117672986777,-1.7391556934226,-1.41400295840151,-1.19368958893831,-0.318673349846058,0.507977440331231,0.118065388194356,-0.109236079801409,0.509057919524653,0.562578771363225,-0.182534040252965,0.491922650467959,-1.63573190011224,0.078603022476714,0.406058165281591,-0.192882718343087,0.391599403406682,-1.31070505228342
5.41,2.29227546332516,-1.74024424485334,-1.40889217073742,-1.18807366176083,-0.320478999209946,0.512831117235265,0.101668045657465,-0.10848628870805,0.513090172932444,0.560585033528177,-0.178584740373342,0.478811403558183,-1.64368643279565,0.071353639140427,0.400393969864793,-0.205861028686089,0.398254663261953,-1.31150113973941
5.42,2.29320983065846,-1.74132566098962,-1.40374134359971,-1.18247832048205,-0.322244823410699,0.517553646179408,0.0851926672101762,-0.107809034799839,0.517065829602847,0.558461632454359,-0.174569068260132,0.465693489319207,-1.65133866632433,0.0640959213407069,0.394738978199288,-0.218814839726166,0.40487354142584,-1.31203873550195
5.43,2.29397906666482,-1.74240066758635,-1.39855104247948,-1.17690486045678,-0.323970160575911,0.522144973393068,0.0686422882013638,-0.107204391349132,0.520984986359085,0.556208828917779,-0.170487396989382,0.452571486041276,-1.65868614112268,0.0568318830651027,0.389094144803303,-0.231740995709711,0.411454186271552,-1.31231917541235
5.44,2.29458243661661,-1.74346999103085,-1.3933218318523,-1.1713545742744,-0.325654352656521,0.526605070820395,0.0520199682180724,-0.106672411503574,0.524847749490537,0.553826915225325,-0.166340118146514,0.439447958342086,-1.6657264692288,0.0495635351612336,0.383460408356179,-0.244636346355678,0.417994747641457,-1.31234385804966
